GENE,p300H3K27ac_34_DMSO_compare,IRF4H3K27ac_32_DMSO_compare,tot_rank,LOG2_FOLD_CHANGE,percentage,p_value_adj,H3K27ac_1Hr,H3k27ac_12_DMSO_compare,label
GALT,1684.9852,4005.6669,17535,0.216358340825287,0,1,-1.3046138725943406,3109.845331554946,NA
IL15,2030.4872,3381.6568,17535,-0.5076367035231,0,1,-1.5290782145208677,3458.070014779822,NA
CARD11,1914.84805,3568.1123,17539,-0.311495526182167,0,1,-1.3067373125181927,3181.803709087216,NA
NME3,1650.64895,4061.4081499999998,17539,-0.245790085797497,0,1,-0.9826006761546574,4629.425278635488,NA
NOL8,2079.9572,3311.35015,17539,0.247169253018447,95,1,-0.5983102228239108,6659.662979661902,NA
ATF7IP,2702.2706,2592.8874,17540,0.371230894073631,5,0.3281822207329184,-1.5033541059172093,4657.294416015135,NA
ELOF1,1818.67175,3730.90085,17542,0.476898462818626,65,1,-1.3731706090080016,2629.3225903870443,NA
ITPKA,1937.50505,3522.6962000000003,17553,0.258671405469553,0,1,-1.4883910095698083,4014.9499095147503,NA
PCYOX1L,2303.34365,3014.6528,17554,0.0442426581947866,0,1,-0.9837821647598658,3949.700789427564,NA
ELMO2,1933.43855,3527.57065,17555,0.371986775362582,0,1,-1.4533653592134193,2981.5208335859616,NA
ZNF195,1751.9742,3873.6594,17555,0.495021700112142,0,1,-1.2523922345220293,3449.0854319913237,NA
ATAD5,2180.8869,3165.4516999999996,17556,0.692119109200803,0,1,-1.2232252461285082,3898.5618440354665,NA
FKBPL,1751.2499,3875.0698500000003,17557,0.176873795569709,0,1,-1.5088758672128708,3305.7355180486466,NA
GJC1,2100.8522500000004,3271.1934499999998,17558,0.508274471113305,0,1,-1.3739264280641936,3233.5287312089267,NA
FARSB,2383.4170000000004,2914.9350999999997,17559,-0.0571334869862175,100,1,-0.6884649219077416,7569.564352375788,NA
NIP7,1866.89925,3642.0932500000004,17560,-0.0181941567760891,100,1,-1.2125330699964494,3643.0364406592125,NA
IFT20,2242.63555,3085.4157499999997,17561,0.0548573983146823,0,1,-1.4959029820652892,3089.9240538952126,NA
TNFAIP1,2242.63555,3085.4157499999997,17561,0.819649874427846,0,1,-1.4959029820652892,3089.9240538952126,NA
TMX4,2228.00645,3100.2291,17570,0.294273375075264,0,1,-1.6406612340477273,5457.556135656265,NA
CEP76,2141.6171,3213.81815,17577,0.705490752639324,0,1,-0.766168689035271,6630.772399651328,NA
RXRA,2005.0052999999998,3395.4663000000005,17580,-0.126252047021517,0,1,-1.3150825322630049,1995.2286264329223,NA
TMEM59,2320.1763499999997,2978.1726500000004,17583,-0.0973872183610622,0,1,-1.404901565467624,5405.933749540207,NA
GAPVD1,2458.107,2819.5601,17585,0.633911140084121,5,1,-1.141149434766002,1508.8708413682211,NA
USP15,1573.2746499999998,4206.876850000001,17587,0.19507703021892,0,1,-1.2512995872899757,5172.064896906695,NA
COG8,1860.15775,3633.5475500000002,17589,0.376649849840492,75,1,-1.2121624033209761,3638.49363819768,NA
MSL3,2567.0582999999997,2689.1769000000004,17595,-0.319409899950008,0,1,-1.7000438783206577,4842.332325868916,NA
ADAM22,2021.8791,3367.42605,17597,0.023028302533074,0,1,-1.326131451072411,3770.6326013908824,NA
RNF144B,2110.6654,3242.57985,17599,-0.347857829578039,0,1,-1.2702167269188964,1781.5959525023104,NA
SKP1,1804.55045,3729.8511,17602,0.305786349969261,100,1,-1.031243785850407,6972.368974780085,NA
FAM193A,2090.4346,3262.9579999999996,17604,0.431438634440045,0,1,-0.93117999414081,2355.7104820826657,NA
PIP5K1A,1916.27585,3533.89615,17604,0.687558727545394,80,1,-1.0998160279896578,2892.8345478786205,NA
GFRA1,1818.654,3692.6477,17612,-0.360213128941914,0,1,-1.1146340053807477,1519.4684227158336,NA
SFT2D1,2425.70885,2842.14345,17616,-0.447630059853067,0,1,-1.2838286674784847,3952.4437487348296,NA
GALNT3,2319.09175,2963.14295,17623,-0.00896243254475339,0,1,-1.2513808953233192,5395.734561211108,NA
TMEM102,1751.8112500000002,3833.92875,17627,0.210099385042274,0,1,-1.4404890160654438,2685.58316229441,NA
TNFSF13,1899.33545,3551.7133000000003,17630,0.0316592930826386,0,1,-1.0835836519393143,1650.7483888073866,NA
RBM26,2052.84235,3306.0757000000003,17634,0.128617575211089,0,1,-1.1479669615163024,4810.30633331202,NA
MTCH2,2164.1728000000003,3150.14425,17636,0.105552054182879,15,1,-1.1331276646066346,2992.3135001958804,NA
CLMN,2272.27655,3019.4296,17637,-0.551585383323976,0,1,-1.4716907332509441,1999.1342752720989,NA
ECT2,2410.0993,2847.13455,17638,0.247728585831401,95,1,-1.2986770606285836,2781.060619479739,NA
LRRC58,2061.4588,3285.079,17641,0.451619934656565,0,1,-1.1886885074090376,5211.585331422459,NA
AKAP1,2025.9715999999999,3342.4467,17642,0.186531650000654,0,1,-1.2521198382058878,3989.6701037101047,NA
TMEM229B,1768.6919,3790.6444,17642,-1.72176065692417,0,1,-1.4848354715090875,2876.1662418817405,NA
DDB2,1957.1959000000002,3447.5874000000003,17643,0.309745614751893,0,1,-1.205397050836589,5413.5102637978125,NA
TTC19,2294.70795,2978.2771000000002,17645,0.535257762721919,10,1,-1.2408006901740614,3427.882925143548,NA
CALU,1978.11105,3416.90495,17648,0.695556564778987,0,1,-0.8038098324413152,2716.5762932138614,NA
TXNRD1,2270.4706,3015.4353,17657,0.181437951086188,45,1,-1.161987058180889,6414.613732829888,NA
PRKAR2A,2265.15745,3019.8313,17664,0.918277130066496,0,1,-1.2632754283670335,3567.6137091129353,NA
DTX3L,1804.931,3690.7413,17669,0.249159942793548,0,1,-0.8276856584446207,1092.9822641679468,NA
FMNL2,2056.3541999999998,3279.1645500000004,17673,-0.059329304824242,0,1,-1.5643957130692383,4046.5012539899726,NA
NUDT5,1722.0302500000003,3865.6827,17673,0.107859412918865,0,1,-1.137820240598053,3674.325667097074,NA
RTKN2,2441.4311,2798.8741999999997,17674,0.155718915580523,0,1,-1.3162288563922833,1620.972815801044,NA
PSMB10,1858.1566,3599.6531999999997,17675,-0.309752021679207,0,1,-1.3488554890859266,4530.581281294624,NA
IFI35,1959.4921000000004,3424.8276000000005,17677,0.112170550261449,0,1,-1.1776809097029117,3222.367694884853,NA
FUT4,2160.0895,3138.13005,17678,1.0924359105761,5,1,-1.0466241806592766,2476.8606594889357,NA
TPCN2,1978.1333,3396.89315,17681,0.325350342307831,0,1,-1.4088904657491659,3931.456294155926,NA
C17orf58,1696.6915,3906.5168999999996,17685,0.583386530594952,65,1,-0.927908164704635,2886.326226874845,NA
ENO1,2062.8834,3258.5080000000003,17694,-0.0540829865729843,35,1,-1.0943322755854048,3945.9056829463866,NA
C3orf33,1803.1696,3681.5372500000003,17696,0.162941704880029,0,1,-0.6584203925614462,1344.5296204226186,NA
LAGE3,1801.2514,3683.8300499999996,17698,-0.0366704164916669,15,1,-1.2176505525002972,6268.83576065868,NA
ARMC5,1821.9513499999998,3643.18225,17699,0.14040380603636,5,1,-1.1203268308651424,7000.864011263353,NA
CKAP2L,2373.73655,2862.20335,17704,0.58539110361644,0,1,-1.3928686470115907,2541.1849978318705,NA
SH3GLB1,1849.4458,3598.4096,17708,0.416055598906918,0,1,-1.2170767604073816,5071.907266040889,NA
SEC31A,2176.5510999999997,3098.6670999999997,17713,0.548021145642939,0,1,-1.1994388013854433,4572.653540039603,NA
COQ5,2366.85055,2863.027,17719,-0.0775328415098033,5,1,-1.7140137714074053,5801.918547908146,NA
ATP10D,2352.2686999999996,2882.4199500000004,17721,0.200849573566149,0,1,-1.6983942536138117,3605.266610105269,NA
ZNF609,2118.11845,3180.80485,17723,0.192289408641075,0,1,-1.4523216753825259,3620.2384959315777,NA
TEX264,1877.8818,3543.6002,17728,-0.0975656198328774,0,1,-1.1290428203101548,3142.9853985898935,NA
MEX3B,1821.7637,3625.7740500000004,17730,-0.280951044682454,0,1,-1.2734706813182348,3163.4604729721245,NA
RPL9,1922.0072499999999,3462.6708,17732,-0.0964458578074481,95,1,-1.3184794385619234,4280.548540375247,NA
FKRP,1937.7572499999999,3432.2893499999996,17735,0.92356319128076,0,1,-1.2115794444314751,4074.8845698725663,NA
PALLD,2259.8356000000003,2995.00625,17735,0.416460944891056,0,1,-1.3369780753936795,2087.9616509712487,NA
GOLT1A,2218.9805,3040.9971,17738,0.397051583660918,0,1,-0.9989370225046066,3093.295745541392,NA
GCA,2434.41445,2781.1129499999997,17739,0.412983456966758,0,1,-1.6750921564963128,3850.5720509818993,NA
MGLL,2218.51525,3038.9078,17746,-1.91158083703102,0,1,-1.473197918363408,4989.271480315605,NA
TMEM199,2246.2045500000004,3006.95905,17746,0.625784455954558,80,1,-1.1911485241883255,3551.3593455700257,NA
LRRC40,2210.76715,3043.7366,17752,0.745591509961352,0,1,-1.0950808605277513,6053.685232383996,NA
SRSF11,2210.76715,3043.7366,17752,0.36230522559170403,100,1,-1.0950808605277513,6053.685232383996,NA
RNASE6,2352.1005000000005,2867.9837500000003,17754,-0.5826732585005,0,1,-1.3889718650574885,8654.937227115139,NA
MTFP1,1771.455,3717.3546,17761,-0.272618712506194,0,1,-0.8965674355529196,2785.5014524814324,NA
HEXA,1885.7479500000002,3513.3919000000005,17764,0.0383540319417992,0,1,-1.037099144503453,3801.4701051145303,NA
TFEB,1626.9811,3992.6014999999998,17767,-0.781063238131955,0,1,-1.532828447767999,3845.2543440742097,NA
ACSF2,1997.3791,3320.15935,17772,0.639857290334331,0,1,-1.3624688441486912,2649.789083691039,NA
RPS12,1833.0052,3587.01605,17779,-0.143535215664523,100,1,-1.4025196256280754,4224.404594122408,NA
YARS2,1724.53305,3798.28735,17780,0.498972669229546,100,1,-1.1313341375616868,3051.380784465202,NA
ZBTB39,2122.8185000000003,3146.4202000000005,17780,1.18902457969941,5,1,-1.4319910958452289,3614.692964926419,NA
MBNL2,2715.2815499999997,2491.9197,17784,0.310120227485272,0,1,-1.9872778439374743,7426.889928696532,NA
BAZ2B,2285.0569000000005,2936.5246,17785,-0.468819399925558,0,1,-1.3545225697981105,4428.56276311129,NA
WDR11,2197.8704000000002,3041.69545,17791,0.0541545823293972,0,1,-1.2725903208109557,4741.1997735679,NA
EXTL3,1947.6089000000002,3387.835,17792,0.76677355423299,10,1,-0.8718208553916098,2248.791027324737,NA
UBP1,2010.1881500000002,3283.1834,17795,0.387011799336086,0,1,-1.3978312272907267,7159.253956137796,NA
DNAJC10,2563.23625,2624.1751,17796,-6.80097579627877e-4,0,1,-1.6347255200757254,7518.004103878374,NA
IFNGR1,2363.3519,2832.6356,17796,0.488942852908541,0,1,-1.661269945004167,4293.744669612185,NA
UBN1,1965.398,3360.2843000000003,17799,0.579257984166451,0,1,-1.1833745532604691,4445.106517137876,NA
INTS10,1782.8754999999999,3658.4061,17809,-0.253394797699634,50,1,-1.1951166123455472,2667.740012978431,NA
TXNDC15,1880.78865,3497.8520500000004,17809,0.140233082105152,0,1,-1.0513647991712476,3798.7644945061775,NA
NUDT13,2431.40835,2743.4465,17816,-0.148508664724521,0,1,-1.481740093046279,3564.799780902489,NA
PREP,2295.1087500000003,2904.6735499999995,17818,0.606072148918699,0,1,-1.1570460591169875,2865.8030610995806,NA
AZI2,2057.3602,3222.31575,17819,0.604113672266126,0,1,-1.4477893236445956,3920.2980745634795,NA
RALGDS,1740.4788,3739.1217500000002,17820,0.499142970260047,0,1,-1.3661148104292884,3536.164704808956,NA
C18orf54,2289.236,2910.7625,17821,1.09530822215542,0,1,-1.1762856537298794,2318.633135173116,NA
NSUN6,2293.8718,2906.2998500000003,17821,-0.00865394366040165,0,1,-1.0894940246843214,2102.490427726292,NA
RIOK2,2265.66105,2945.38735,17821,0.73685492294743,100,1,-0.9808281041057302,4313.435519481325,NA
LRCH4,1656.89425,3904.6703499999994,17822,0.0314054008117496,0,1,-1.3809721835243942,4715.292303167253,NA
MTMR14,1969.93185,3344.23095,17828,0.140791245125425,0,1,-1.0770084503842066,2384.001140841272,NA
TP53RK,2089.21445,3175.7191000000003,17835,-0.0687182432934657,90,1,-1.3517351394603554,3428.9812566301616,NA
TAF5,2098.49425,3168.01505,17838,0.117227512870556,95,1,-1.3281366226963311,2943.182408163775,NA
PDSS1,2249.9655000000002,2953.8626,17841,0.154910691789841,25,1,-1.3026044418238623,5092.540646521603,NA
ZSWIM7,2277.60795,2918.3371,17841,0.0581390103553689,10,1,-1.2395430741794462,3409.556932663994,NA
TFE3,2084.3102,3176.8634,17851,-0.279322196676807,0,1,-1.5230298807698461,4902.90700514132,NA
NRBF2,2116.4457,3129.7823999999996,17853,0.643318268448884,10,1,-1.3599996843209843,3369.1019711202325,NA
GATC,2210.08825,2999.0722,17855,-0.0114301664695115,25,1,-1.5013328361079668,4831.718609991607,NA
TRIAP1,2210.08825,2999.0722,17855,0.106555542307202,95,1,-1.5013328361079668,4831.718609991607,NA
DMXL1,2159.1409,3055.24235,17860,0.426182118088885,40,0.005761048397377399,-1.5208084074105757,4930.7259353082445,NA
RPS5,1838.09445,3538.87905,17862,-0.140952659887569,100,1,-1.195104639179582,2731.874108746607,NA
SLC10A3,1697.3514999999998,3811.6924499999996,17866,0.481779009709636,0,1,-1.2351356147089512,6414.433868797452,NA
CDK7,1830.5441,3549.3887,17872,0.88072266615673,100,1,-0.988175649482468,2567.8055258925237,NA
ABCC1,1938.0877,3366.1601,17875,0.158413989572444,0,1,-1.0685238884856212,2215.2902927694654,NA
DCTN5,1634.05505,3922.88985,17883,0.577576888281381,100,1,-1.096356904792563,2619.3976940562916,NA
DHFR,2278.0604,2899.8254500000003,17883,0.436763271426904,100,0.007578155362996605,-1.0907759888614164,3051.2253496754,NA
PALB2,1634.05505,3922.88985,17883,0.401835183275401,10,1,-1.096356904792563,2619.3976940562916,NA
CDC37L1,2100.0607499999996,3141.96195,17885,0.535725781182075,0,1,-1.5020272628437108,4778.857054261003,NA
GRHL1,2273.0136,2906.4899,17888,0.903561255452366,0,1,-1.4935026274944934,3129.2985696093074,NA
MZT2A,1659.73865,3867.371400000001,17891,-0.247233795990338,0,1,-0.9331246274529538,5880.746768463065,NA
TMEM97,2281.50555,2893.49485,17891,-0.153925582233665,15,1,-1.3581897448083728,3272.109493943766,NA
NIPSNAP3A,2368.50625,2784.2824499999997,17899,-0.145616912750255,0,1,-1.2119010535389336,4056.4808732705137,NA
DCAF11,2099.60285,3134.3377,17902,0.235056176312309,0,1,-1.3613705441819781,5480.547687359434,NA
MON1A,1868.954,3476.8916,17902,0.135585221407846,0,1,-1.2927876651460066,2499.376968303064,NA
TAF9B,2391.6915,2752.2056000000002,17902,0.185496112599369,0,1,-1.453172705182639,3817.3491968047783,NA
VAPA,2419.19145,2718.90635,17905,0.105507356598203,30,0.002337670444322606,-1.171291896510339,5344.125183361697,NA
CDC25B,1646.0243500000001,3891.3643500000003,17907,-0.325529965275416,10,1,-1.395322048906496,4744.9525429685045,NA
BCORL1,1649.13385,3885.9421,17909,1.54085863612115,5,1,-0.9608274602442053,1794.1125293632695,NA
LMAN2L,1844.9764,3507.1783,17910,-0.188582382609195,0,1,-1.3224318809492481,2605.130316951052,NA
GIN1,2271.4856499999996,2901.8376,17911,0.60558610343823,0,1,-1.3582644497762824,6065.9279369687665,NA
OGG1,2003.5222500000002,3241.6864000000005,17919,-0.0420912504070135,0,1,-1.0881775190216485,2896.60331479027,NA
RPRD1A,1747.1103,3670.7521500000003,17924,0.309007156405709,0,1,-1.3696195658510835,3045.2670433040375,NA
FHIT,2075.10585,3152.85745,17926,0.142368628084389,0,1,-1.6894208788408551,4234.530723273581,NA
ASF1A,2355.5045499999997,2786.5339,17931,0.432760860349682,0,1,-1.3295866400369685,6345.290967275467,NA
GPATCH1,1715.0749499999997,3723.66575,17940,0.529399008782337,5,1,-1.0769762142303787,2907.6956060886805,NA
PNPLA2,1777.8174,3605.12895,17943,0.640716986494109,0,1,-1.1540986270250204,2564.825611089056,NA
CRLF3,2039.9479500000002,3193.0485000000003,17945,0.264968896196909,0,1,-1.3640821808851413,2964.500938554696,NA
NOC3L,2166.07015,3015.619,17950,0.0873978769349722,90,1,-1.412231238941647,4046.9975313192144,NA
SECISBP2L,2325.66945,2813.76375,17952,0.676861109886405,0,1,-1.449967173866214,3531.886589731094,NA
PTPN23,1593.3355999999999,3971.49685,17954,0.546438091923972,100,1,-1.0349022380055706,4890.058659459954,NA
CDC42,1937.2632999999998,3327.0537,17959,0.159727716992052,90,1,-1.4757806471973003,4892.53741438713,NA
PTPDC1,1983.0447000000001,3251.70705,17964,0.542982463109061,5,1,-0.9856695930716212,4174.583912220842,NA
PTPN1,1990.603,3240.4650500000002,17977,0.948284740927892,0,1,-1.3728303423231205,3058.105370868222,NA
C18orf32,2020.9142000000002,3201.35725,17980,0.156460362992322,0,1,-1.4440494993121016,3967.902672867741,NA
RTP4,1737.7676000000001,3656.2460499999997,17984,-1.97748001574787,0,1,-1.4977071855884911,7821.98093530074,NA
RSPH3,2287.8917,2841.5684,17985,0.669715883062916,0,1,-1.4872505473326005,4632.749992579288,NA
EARS2,1626.5342999999998,3886.08305,17986,-0.160632357475905,25,1,-1.1928111715917784,4588.599012956118,NA
FARP2,2357.5613999999996,2751.6857499999996,17991,0.278516232915729,0,1,-1.563397947839663,3276.1266654960677,NA
NDUFA1,2099.10325,3093.45305,17992,-0.241747083982999,15,1,-1.492508378281195,4482.660178132113,NA
NUP37,2370.4191,2734.13245,17992,0.195509593431961,25,1,-1.2987673265897175,2546.0199787127467,NA
RNLS,2514.6731,2601.3738000000003,17993,0.0823022398712111,0,1,-1.3005749268609481,3373.4371683478685,NA
AP3B1,1782.34265,3573.31955,17994,0.412052994153874,0,1,-1.1928717736481311,1963.1936025732311,NA
TJP1,2975.22985,2211.0972,18005,-0.114701362188625,0,1,-0.9927542185938107,1683.134653966845,NA
CEP250,1726.15475,3663.6328999999996,18014,0.648739207129258,0,1,-0.9582382328700321,5069.441475738198,NA
WDR24,1486.0188500000002,4164.79035,18015,0.228961961684239,85,1,-0.8760997513875498,2076.4585984666064,NA
RNF113A,2096.75135,3083.90625,18016,-0.127013887117708,95,1,-1.4937839132988366,4476.611480589449,NA
DECR2,1919.5927000000001,3325.85035,18017,0.321347252624692,0,1,-1.2494632352727169,3427.0472191043764,NA
GFOD2,1919.4375999999997,3324.25135,18020,0.57292276596643,0,1,-0.9540356197727126,2738.0221351254895,NA
MCM4,1778.6743999999999,3567.95115,18026,0.39957895071263,100,1,-0.7499977838415409,3699.917560367659,NA
AP2A2,1804.2142500000002,3517.4169500000003,18034,-0.351183510037255,0,1,-1.1753871431000016,2316.967529596971,NA
BBX,1772.0615000000003,3578.76465,18039,-0.207830526766668,0,1,-1.014950180407428,3084.0221783957177,NA
GLS,1965.1212,3244.6533,18043,-0.0605978218974199,25,0.4496956333920658,-1.3133322110913765,5019.281309593988,NA
PHLPP2,2023.6941000000002,3171.1567,18043,0.984870048234036,0,1,-1.3330316997414973,3624.820827172112,NA
TRIM36,2111.4003000000002,3051.7631,18043,1.3140329657728,0,1,-1.3754809476491372,1949.6526896140376,NA
PSMD9,1913.95315,3318.90575,18049,0.225043014229217,10,1,-0.8683597265082589,7923.440953741269,NA
SLC39A8,1728.92745,3643.9707,18049,0.013512587065679,5,1,-1.3793616713330847,4690.517579980549,NA
PNPLA8,1987.2026,3215.55445,18053,1.01927588059737,0,1,-1.572204320848777,6402.681500514785,NA
AGFG2,1814.98475,3484.5131499999998,18054,1.37914522282428,0,1,-1.189421346342457,3157.2350261640477,NA
ALG12,1703.7489500000001,3688.1330500000004,18059,0.334856764158612,55.00000000000001,0.007407841704263415,-0.7963867458575576,3634.641867174535,NA
CRELD2,1703.7489500000001,3688.1330500000004,18059,0.487681097910694,0,1,-0.7963867458575576,3634.641867174535,NA
RPL35A,2233.27805,2880.7194,18062,-0.143831090428122,100,1,-1.11706322577465,5493.168149856186,NA
RNF34,2004.8806,3181.5612,18065,0.598155134918329,0,1,-1.3967209434421965,4610.342949309673,NA
TMUB1,1685.8649,3723.66695,18068,-0.405623983021185,0,1,-0.9368688698258407,2068.7800998789558,NA
ANKH,2267.5733,2828.85355,18083,0.222404691668227,0,1,-1.1403086888820206,3484.6897557617485,NA
RPS2,1782.763,3521.6183,18100,-0.118151948552024,100,1,-1.2256606417568756,3065.5645660281743,NA
LIN7B,1966.5893,3224.53075,18103,0.619356992013461,0,1,-1.4968826141941227,1836.5207173677468,NA
TCHP,1965.3998000000001,3225.2626,18105,0.327380458063426,0,1,-1.2435208226089516,3530.5754040708816,NA
TCF25,1919.37235,3281.61035,18106,-0.0557110290186574,10,1,-1.151678265535302,4812.055973721792,NA
ARFGAP2,2109.8959,3028.2874,18107,0.368534457183865,0,1,-1.343985668995915,5587.361566424459,NA
HSD11B2,2041.0657500000002,3117.5965,18108,-0.29951824413383,0,1,-1.4094625762846886,3211.0845939358514,NA
STRN4,1888.62925,3342.3637499999995,18109,0.475096665287747,0,1,-1.2244705897150432,4044.717438182668,NA
DCLK2,2600.0792,2481.5316000000003,18111,-0.0178086022465626,0,1,-1.5158602925418392,1779.369198341652,NA
MAP7,2187.0185,2917.9455,18111,0.524432257643899,0,1,-1.6645680160684528,3426.1605391009207,NA
PTPN13,2026.7704,3134.09185,18113,0.208375618148964,0,1,-1.6009590207754139,2281.325064558696,NA
SNAP29,1763.3024,3560.1086499999997,18114,0.568401875729915,15,1,-1.2896232976655242,3804.0791738696607,NA
TYSND1,1882.07085,3345.79015,18117,-0.249893354510631,0,1,-1.049997865475395,3132.707583366966,NA
XPOT,2008.36605,3153.03225,18122,0.281514218361491,30,1,-1.2605049477709676,5332.417625940784,NA
DNAJB4,2512.9641,2558.1458,18123,1.49066480150805,0,1,-1.2100660073062874,4125.898032405522,NA
AQR,2186.1305,2910.18835,18128,0.757086331901589,100,1,-1.0444406630282783,2426.5112407171873,NA
NOMO3,1750.65555,3571.17315,18128,0.593940019012044,0,1,-0.9251134589698411,2494.786591907613,NA
ELOVL6,1713.8874,3620.35745,18134,-0.574580541010162,0,1,-1.1050299377258035,2380.571072268442,NA
TMED5,2348.7078,2702.60935,18134,0.258019252386592,5,1,-1.3286887887840224,4450.303227581727,NA
BRD3,1723.2478500000002,3608.50115,18142,0.496758250918247,0,1,-1.2343669264873902,2054.6257098175065,NA
IRX5,2106.9946,3021.14105,18144,0.373572481522322,0,1,-1.5138075500506736,3465.1007117899426,NA
PSMG2,2071.0935,3056.6965500000006,18146,0.252809435215098,80,1,-0.7618590928097833,6584.922210704102,NA
LIAS,1827.1174,3417.7468,18151,0.142151227021487,80,0.05331460136703341,-1.316542647357703,4221.655817969366,NA
HCN3,1923.26745,3253.4795,18153,0.0502307529761685,0,1,-1.378637851853355,2416.2785310566765,NA
FGFR4,2489.7411,2570.5277499999997,18156,0.294006306846136,0,1,-1.7669364462536266,5925.142906611395,NA
FAHD1,1778.7346,3501.9336,18157,-0.0359723982115347,0,1,-1.1243027932706708,2539.5326801691035,NA
HAGH,1778.7346,3501.9336,18157,-0.049800058302165,0,1,-1.1243027932706708,2539.5326801691035,NA
WDR55,1918.0206,3257.0518,18165,0.686606242312736,95,1,-1.2930488387214285,3503.5467780405866,NA
RABGGTA,1834.1975500000003,3392.10945,18167,0.430621340193159,100,1,-1.463363316441859,4513.313365772907,NA
RNASET2,1965.40715,3196.8286,18171,-0.160567692841832,0,1,-1.7320823949666113,4766.279604081938,NA
ALKBH7,1658.7232,3708.4653499999995,18176,-0.162703305309589,5,1,-1.5549110380199853,3352.074101277025,NA
TLR6,2605.0837999999994,2456.9021500000003,18179,-0.0198196324467003,0,1,-1.4965683696043715,5200.4829137657,NA
FERMT1,2124.35345,2970.3579499999996,18182,-0.404092036002758,0,1,-1.3478354920965483,3533.8547042199257,NA
ANAPC11,1744.42735,3550.74805,18189,-0.227678061589478,100,1,-1.0885875236851157,4604.986574666093,NA
SLC40A1,1802.8583999999998,3443.1775,18190,0.637600117389273,0,1,-1.5251407624620728,3383.9192223388764,NA
CCNG1,2246.3860999999997,2805.9032500000003,18199,0.286034359835943,0,1,-1.4698011892594702,4276.653036092395,NA
IL2RG,2260.92875,2791.0881,18200,-0.129999389573086,0,1,-1.3019328872430498,6175.420803806741,NA
ING4,1828.7755000000002,3387.94135,18200,0.35996687323987703,0,1,-1.4132687347734252,2471.7513558503124,NA
PORCN,2003.9098000000001,3124.6619,18202,0.136857066281947,0,1,-1.265521648359056,4052.94265071511,NA
TMEM144,2447.2258,2583.2341,18204,-0.617845002819075,0,1,-1.5723262503180135,3739.617531161277,NA
RBM4B,2014.0629,3107.1696,18214,0.718804112396323,5,1,-1.5909477534043994,3839.6726437173866,NA
FANCI,1897.11075,3269.6895,18219,0.224575808028117,10,1,-0.9801339061507228,3656.021183748967,NA
TMEM17,2166.929,2893.8264,18221,1.58292088998228,0,1,-1.2097681070542317,3250.729667659698,NA
ATPAF1,2298.2697,2717.9393,18223,0.0465937098780216,0,1,-1.5180518537495848,3071.282036721431,NA
RAB40C,1696.1284500000002,3616.75985,18231,0.237028854256553,0,1,-1.3048663500491267,6822.291963318442,NA
HELZ,1763.0572000000002,3500.7228999999998,18236,0.529732671355402,10,1,-1.2950270923176026,2948.2794172043714,NA
RBBP5,1935.42315,3206.7871999999998,18236,0.962034276943456,100,1,-1.0061120117118403,4803.9040677213525,NA
UBQLN1,2078.1002,3017.1235,18237,0.346834708341767,5,1,-0.903583383231829,6709.319654275641,NA
ZNF653,1854.4785500000003,3334.59965,18240,0.174757473519915,0,1,-1.5020528989400384,3552.802721725669,NA
SLC15A2,2828.3564,2242.77405,18241,-0.343467240557783,5,1,-1.4943311517622326,5126.976472837691,NA
CAB39,2144.0035500000004,2918.9748,18246,0.227276512980486,60,4.822724856332979e-4,-1.5518440071126407,3878.551733753812,NA
SAT2,1848.5446499999998,3336.6979,18252,0.468145773718582,0,1,-1.063304341541056,1465.3955559288338,NA
UBFD1,1600.0765499999998,3795.7868000000003,18257,0.383160524700273,0,1,-1.177012129310475,4385.003425837475,NA
HTRA2,1536.61005,3930.2886500000004,18264,-0.380351328548138,15,1,-1.038918893772925,3586.4433995255486,NA
ZNFX1,1856.03845,3316.2514499999997,18267,0.466177767534809,0,1,-1.0985868136003307,2447.763694788964,NA
CINP,2005.8823000000002,3086.3027,18270,0.0200527010417651,100,1,-1.5660599511944333,5285.620426593012,NA
FIS1,1525.0749,3948.63365,18278,-0.1361788364186,10,1,-1.2688650575058145,2693.000746147118,NA
PRDM10,1776.1477,3448.5994499999997,18279,0.698627297250682,55.00000000000001,1,-0.7234735632210516,12006.136848362574,PRDM10
MAPK13,1948.15445,3172.24745,18283,-0.568540628325573,0,1,-1.425662578029323,5665.224306817605,NA
JAZF1,2474.7489,2536.8436,18289,-0.0747194932141503,80,1,-1.5105178662488101,1342.6104609978815,NA
GCLC,1661.3350500000001,3642.8313,18291,0.803626669410074,15,0.13702098729337855,-1.1196243608811507,1639.3829945208236,NA
PAK6,2241.7253,2762.9247499999997,18300,0.765219251385029,5,1,-1.6140002251629728,4212.681251011447,NA
KIF18A,2162.29555,2861.68935,18303,0.359013230945298,40,1,-1.5561645570802103,4157.464398764166,NA
PPM1G,2132.50925,2905.8242,18314,0.0093163529619113,5,1,-1.1045520779359805,2986.8296419822273,NA
TRIM14,2323.038,2666.2174999999997,18318,-0.135836489017352,0,1,-1.302503417823986,1990.054657634876,NA
SOCS2,1623.572,3710.354,18321,-0.0517912729467436,0,1,-1.2533894982300298,2514.5715828289485,NA
STX2,1948.5713500000002,3156.34245,18321,-0.173629201392126,0,1,-1.547251451731646,5413.717479337589,NA
RNH1,1729.4374,3509.37725,18322,-0.0417608889267159,0,0.010635589350107133,-1.3311477976720287,5619.247844651936,NA
