Protein_Acc,Label,log2FC,SE,DF,pvalue,adj.pvalue,issue,Gene,logpval,logadjpval,TF_1639
Q6P4F2,KB450_24h-24h,0.20157304152293207,0.10890998753506909,12,0.08895456797842131,0.38168037024977647,NA,FDX2,1.0508317451980003,0.4183001751607294,NA
Q6P4F7,KB450_24h-24h,-0.0330140549885728,0.037847751434304105,12,0.40016951083823626,0.700431758117785,NA,ARHGAP11A,0.3977560036036792,0.15463417089437895,NA
Q6P4H8,KB450_24h-24h,-0.023490548656332353,0.07611223464294828,12,0.7628949800438288,0.9067186242575154,NA,ATPSCKMT,0.11753524281394488,0.04252746364671064,NA
Q6P4I2,KB450_24h-24h,0.20097258192666723,0.12093378565273581,12,0.12242513525237597,0.43950962683401457,NA,WDR73,0.9121294075112709,0.35703160788235433,NA
Q6P4Q7,KB450_24h-24h,0.04219595011367969,0.059269136524133015,12,0.49011339538525744,0.7541440683639473,NA,CNNM4,0.3097034275375655,0.12254568049795574,NA
Q6P4R8,KB450_24h-24h,0.05737263368540783,0.04859347994771391,12,0.26060924349334513,0.5983402862580064,NA,NFRKB,0.5840101844524458,0.22305175512130104,NA
Q6P582,KB450_24h-24h,0.0652493915894636,0.07743377067752137,12,0.41590497412218863,0.712172503819648,NA,MZT2A,0.38100588554778375,0.1474147979601646,NA
Q6P587,KB450_24h-24h,-0.16363187122392717,0.16307534122298362,12,0.33546668927908185,0.6576331355621724,NA,FAHD1,0.4743505973444818,0.18201631251597236,NA
Q6P5R6,KB450_24h-24h,0.18657346379393872,0.19896489572643142,12,0.3668784877627915,0.6772300482881097,NA,RPL22L1,0.4354777527297832,0.16926378075181114,NA
Q6P5X5,KB450_24h-24h,0.11517403381515379,0.139668860711529,12,0.4256743909863372,0.7179249070511342,NA,C22orf39,0.3709224766442522,0.14392097937726617,NA
Q6P6B7,KB450_24h-24h,0.21028657188889352,0.1715784845435118,12,0.24385951984530602,0.5846441765424462,NA,ANKRD16,0.6128602856513209,0.23310837183224467,NA
Q6P6C2,KB450_24h-24h,0.07443280781217702,0.06579283181582139,12,0.28002281915496835,0.6148032467022925,NA,ALKBH5,0.5528065764103546,0.21126384770910622,NA
Q6P996,KB450_24h-24h,0.07463908931768869,0.04304138291307122,12,0.10848505306643831,0.4183495421161492,NA,PDXDC1,0.9646300942387983,0.3784607020136067,NA
Q6P9B6,KB450_24h-24h,0.15347278977635817,0.08292802083353484,12,0.08897713000555332,0.38168037024977647,NA,MEAK7,1.0507216067117437,0.4183001751607294,NA
Q6P9B9,KB450_24h-24h,0.02244743141016885,0.0455159582385297,12,0.6307888406040407,0.8391386479323336,NA,INTS5,0.20011599845498645,0.07616627629026367,NA
Q6P9F7,KB450_24h-24h,0.1913566018518026,0.1279017496583304,12,0.16045190406167056,0.4942681404575468,NA,LRRC8B,0.7946551248223244,0.30603738239661343,NA
Q6P9G4,KB450_24h-24h,0.24357948669929075,0.09939972598390423,12,0.030564972827990963,0.22292881010398688,NA,TMEM154,1.514775985958246,0.6518338020417276,NA
Q6PCB5,KB450_24h-24h,0.011410523660270672,0.05443259051611886,12,0.8374757776615296,0.9430958608422785,NA,RSBN1L,0.0770277452225378,0.02544416121926809,NA
Q6PCB6,KB450_24h-24h,0.12964008174542838,0.11511892405286299,12,0.28212383253085965,0.6174318557475622,NA,ABHD17C,0.5495602250837146,0.20941096730860162,NA
Q6PCB8,KB450_24h-24h,0.09024000654960047,0.07150396851335836,12,0.23091644114018137,0.5729164816212056,NA,EMB,0.6365451444225461,0.24190868381744496,NA
Q6PCD5,KB450_24h-24h,0.02223958729235891,0.06915222880352251,12,0.753286047925327,0.9022723827275637,NA,RFWD3,0.12304007632840719,0.04466233556438325,NA
Q6PCE3,KB450_24h-24h,0.03397690622632538,0.052782647737203314,12,0.5318713507133074,0.7791275462088043,NA,PGM2L1,0.27419340235138023,0.10839144081212007,NA
Q6PCT2,KB450_24h-24h,0.2745914100224485,0.1148799602960257,12,0.03411995024806335,0.2350312746016938,NA,FBXL19,1.4669916107696759,0.6288743441826283,CxxC
Q6PD62,KB450_24h-24h,0.045843932058252136,0.04104160722295587,12,0.2858557249163882,0.6202636516019534,NA,CTR9,0.543853105619729,0.2074236684098003,NA
Q6PD74,KB450_24h-24h,0.11500206204505758,0.13023839191952558,12,0.39457544707294423,0.6958958573837966,NA,AAGAB,0.40386994273434257,0.15745574881999122,NA
Q6PFW1,KB450_24h-24h,0.2090848252549297,0.071359742739432,12,0.012603725141212585,0.14135631438106952,NA,PPIP5K1,1.8995010763768272,0.8496847868235243,NA
Q6PGN9,KB450_24h-24h,0.2096255328972273,0.10074477979619667,12,0.059542862667645316,0.30984287573719854,NA,PSRC1,1.2251702894260172,0.5088584851963832,NA
Q6PGP7,KB450_24h-24h,0.05780089600948054,0.03803493496484781,12,0.15449229261052794,0.48567139789429425,NA,SKIC3,0.8110931820010334,0.3136574721959805,NA
Q6PGQ7,KB450_24h-24h,-0.03268771439056046,0.07952841753212676,12,0.6883033406722656,0.8684684153795262,NA,BORA,0.16222012259793023,0.06124597143198149,NA
Q6PH81,KB450_24h-24h,0.11307988247803426,0.0730629324777515,12,0.14765018198762944,0.47736366749528664,NA,C16orf87,0.8307660134047983,0.321150638548308,NA
Q6PHR2,KB450_24h-24h,0.08883538923492999,0.09279468893708669,12,0.35728991872565063,0.671639896949669,NA,ULK3,0.44697923765590886,0.17286351367984454,NA
Q6PI26,KB450_24h-24h,-0.010733333146120553,0.08071173373749253,12,0.8964103817335305,0.9649591498445383,NA,SHQ1,0.047493122347288794,0.015491071498296932,NA
Q6PI47,KB450_24h-24h,0.2056539354698265,0.05642670771269868,12,0.0033594991251663306,0.07273836769333879,NA,KCTD18,2.4737254676671125,1.1382364490845767,NA
Q6PI48,KB450_24h-24h,0.07710249973035486,0.0815688734425358,12,0.36317888446836244,0.6750385693541099,NA,DARS2,0.4398794096703736,0.17067141238509365,NA
Q6PI78,KB450_24h-24h,-0.1211478835505669,0.07095851812149316,12,0.11348326085072033,0.42633078225831306,NA,TMEM65,0.9450681935923669,0.3702533089613815,NA
Q6PI98,KB450_24h-24h,-0.060697406547350674,0.07920168548640236,12,0.4582703456230427,0.7323510742703003,NA,INO80C,0.33887824476035205,0.13528067704671026,NA
Q6PID6,KB450_24h-24h,0.14818360042615683,0.08415903114572369,12,0.10371665545183972,0.40891677455849196,NA,TTC33,0.9841514963592025,0.38836507347901456,NA
Q6PID8,KB450_24h-24h,-0.2771393940868418,0.48016269339488454,12,0.5744882014042405,0.8058544471734692,NA,KLHDC10,0.24071888624053525,0.09374339305566295,NA
Q6PII3,KB450_24h-24h,0.07989692076768375,0.07813035034802412,12,0.32666592243662396,0.648471170316204,NA,CCDC174,0.48589616846197065,0.18810932698298952,NA
Q6PII5,KB450_24h-24h,0.2734440096639159,0.12893648982527353,12,0.055459400188576355,0.3003747334392625,NA,HAGHL,1.2560248317686176,0.5223366015926503,NA
Q6PIJ6,KB450_24h-24h,0.037000268131613674,0.06125713360942063,12,0.5570800035770547,0.7937536975735888,NA,FBXO38,0.25408243028944155,0.10031423860445196,NA
Q6PIU2,KB450_24h-24h,0.12893285863026385,0.06625858928639519,12,0.0754643481845093,0.35307507309431063,NA,NCEH1,1.1222581747759728,0.45213294230584694,NA
Q6PIW4,KB450_24h-24h,-0.06312449860763657,0.0348124950145372,12,0.09486163272711208,0.3937492205355628,NA,FIGNL1,1.022909404686541,0.4047802929291722,NA
Q6PIY7,KB450_24h-24h,0.03287754159294121,0.04947805858266901,12,0.5189437472379204,0.7711478583034256,NA,TENT2,0.28487971650263666,0.11286234323470662,NA
Q6PIZ9,KB450_24h-24h,-0.10162801074734008,0.133199009326737,12,0.46021270572737605,0.7340101382487264,NA,TRAT1,0.33704139533466054,0.13429794150753904,NA
Q6PJ21,KB450_24h-24h,-0.6097338382950022,0.5790886527821915,12,0.3131182513036481,0.6374795277887558,NA,SPSB3,0.5042916171181666,0.1955337577350077,NA
Q6PJ61,KB450_24h-24h,-0.07837512113419161,0.06630992864626016,12,0.26011756719239715,0.5981027926087088,NA,FBXO46,0.5848303164812167,0.22322416981373988,NA
Q6PJ69,KB450_24h-24h,0.033683627450908304,0.08489089076380699,12,0.698490354013725,0.875961361848564,NA,TRIM65,0.15583958701227252,0.057515049889042144,NA
Q6PJF5,KB450_24h-24h,-8.639404346420104e-4,0.058830696195521025,12,0.9885246603443618,0.9971588512662996,NA,RHBDF2,0.00501249203782555,0.0012356513843729076,NA
Q6PJG2,KB450_24h-24h,-0.013077403260929868,0.06923176698003501,12,0.8533336269758891,0.9472100848911847,NA,MIDEAS,0.06888113996173513,0.02355368668822022,NA
Q6PJG6,KB450_24h-24h,-0.022420056491037375,0.04403589850761617,12,0.6198919887211825,0.8332582785121598,NA,BRAT1,0.2076839762902489,0.07922036288280658,NA
Q6PJI9,KB450_24h-24h,0.1237593880927565,0.0782113604990594,12,0.13954992473772238,0.4669173991809294,NA,WDR59,0.8552703933996474,0.3307599422450873,NA
Q6PJT7,KB450_24h-24h,0.06150644160760283,0.04330925938464692,12,0.1810149185616083,0.5175151447469211,NA,ZC3H14,0.7422856307551924,0.28607693633717646,NA
Q6PJW8,KB450_24h-24h,0.09074641244781834,0.0494307586596814,12,0.09127197413610529,0.3859783291574632,NA,CNST,1.0396625559435608,0.41343707820786463,NA
Q6PK04,KB450_24h-24h,0.10398055733828127,0.14476063103020412,12,0.48632709813576547,0.7511495337218336,NA,CCDC137,0.3130715308781429,0.12427359800814908,NA
Q6PK18,KB450_24h-24h,0.16477006178970863,0.14421318051690463,12,0.2755118740808357,0.6125307284731871,NA,OGFOD3,0.5598596790747825,0.2128721194179666,NA
Q6PKC3,KB450_24h-24h,-0.19776021724123272,0.04803120852563902,12,0.0014274532996780027,0.0431661877822628,NA,TXNDC11,2.8454380911549055,1.3648563043257365,NA
Q6PKG0,KB450_24h-24h,0.01284055515199522,0.0484347329772511,12,0.7954235081692238,0.9214166147892903,NA,LARP1,0.09940157789956659,0.03554396090659694,NA
Q6PL18,KB450_24h-24h,-0.11593093919769086,0.048056638697950474,12,0.03277004592948962,0.22986931086201565,NA,ATAD2,1.484522949923394,0.6385190061684746,NA
Q6PL24,KB450_24h-24h,-0.0034070995286636257,0.1170318943107114,12,0.9772533849421792,0.9954685277560577,NA,TMED8,0.009992816614145528,0.0019724658605182956,NA
Q6PML9,KB450_24h-24h,0.1743573902479968,0.08113322622696313,12,0.0527349157547048,0.29205945483426393,NA,SLC30A9,1.2779017434488027,0.5345287297910642,NA
Q6Q0C0,KB450_24h-24h,0.11691245136341107,0.09756313984364692,12,0.25392156272605015,0.5927621644971963,NA,TRAF7,0.5953004177741205,0.22711952479001166,NA
Q6QNY0,KB450_24h-24h,0.011087406542845749,0.06557747504171157,12,0.8685554435171755,0.953973830738475,NA,BLOC1S3,0.061202453503555306,0.020463538631081097,NA
Q6QNY1,KB450_24h-24h,0.10761129541959731,0.12203556850561838,12,0.3952034430762935,0.6964424311554264,NA,BLOC1S2,0.40317928042418344,0.1571147771077011,NA
Q6R327,KB450_24h-24h,-0.009514177397553808,0.048182753352767234,12,0.8467726071916468,0.9449190468375781,NA,RICTOR,0.07223319970545293,0.02460539680047006,NA
Q6RFH5,KB450_24h-24h,-0.05717496620567122,0.07994861246407108,12,0.4881995909528527,0.752625417442547,NA,WDR74,0.31140258880042243,0.12342111890395271,NA
Q6RW13,KB450_24h-24h,-0.03795636973609303,0.06012181346071087,12,0.5396681364813465,0.783339093465404,NA,AGTRAP,0.26787322314071316,0.10605019893595706,NA
Q6SJ93,KB450_24h-24h,-0.24245752214355198,0.02664094795141027,12,9.812690502474302e-7,4.4510364119223437e-4,NA,FAM111B,6.008211898820421,3.3515388529355707,NA
Q6SPF0,KB450_24h-24h,-0.005975031858586585,0.05113490955097217,12,0.9089130488033135,0.9700198500880052,NA,SAMD1,0.04147766158675649,0.013219378418828085,NA
Q6SZW1,KB450_24h-24h,0.08014928547320258,0.03928249128034415,12,0.06395347737412213,0.32232552596557557,NA,SARM1,1.1941358364342018,0.4917052999886766,NA
Q6TCH7,KB450_24h-24h,0.44859023489884625,0.18973118309405715,12,0.03576746043335486,0.24000177592558825,NA,PAQR3,1.4465118945989845,0.6197855446557704,NA
Q6TFL4,KB450_24h-24h,0.26222212272383055,0.07392040455378657,12,0.004016110605109859,0.07989946361744878,NA,KLHL24,2.396194335074336,1.0974561361899398,NA
Q6UB28,KB450_24h-24h,0.1757077265690495,0.06438974223523554,12,0.01830659762021424,0.17121386970163255,NA,METAP1D,1.7373923641674995,0.7664610568849131,NA
Q6UB35,KB450_24h-24h,0.038703829040243484,0.03483203240385954,12,0.2882688404186977,0.6222907415434782,NA,MTHFD1L,0.5402022988728612,0.20600666041114207,NA
Q6UB98,KB450_24h-24h,-0.15167520105222107,0.03672426321780165,12,0.0013952363171693058,0.04293021360991781,NA,ANKRD12,2.8553522278380035,1.367236950575353,NA
Q6UB99,KB450_24h-24h,0.10028368524412763,0.07854101326745964,12,0.22581623695432573,0.5694506186452979,NA,ANKRD11,0.6462448340401794,0.2445439308995489,NA
Q6ULP2,KB450_24h-24h,-0.04387716786510157,0.03957922065507965,12,0.28933096616215837,0.6230264716408974,NA,AFTPH,0.5386050827237622,0.20549350030177854,NA
Q6UN15,KB450_24h-24h,0.021982011873863765,0.0356212385088612,12,0.5486964491972495,0.7878915882428739,NA,FIP1L1,0.2606678502632438,0.10353353614872647,NA
Q6UUV7,KB450_24h-24h,-0.03102883295909016,0.1452858277141983,12,0.8344672396950337,0.9419203202119449,NA,CRTC3,0.07859070859402073,0.025985833890644655,NA
Q6UUV9,KB450_24h-24h,0.04579765703849978,0.061531132560273406,12,0.47101929641906126,0.7412119786840804,NA,CRTC1,0.3269613006064404,0.1300575706883269,NA
Q6UVJ0,KB450_24h-24h,-0.15633750974152993,0.06768745799213445,12,0.03949788228659222,0.25395094833732434,NA,SASS6,1.4034261888267643,0.5952501610322808,NA
Q6UVY6,KB450_24h-24h,0.245751405390908,0.15321701393747644,12,0.13470618858076544,0.4598864544491825,NA,MOXD1,0.8706124517548257,0.33734938199936804,NA
Q6UW02,KB450_24h-24h,0.09881965497319957,0.059719602556958726,12,0.12387884704439776,0.44038447786324686,NA,CYP20A1,0.9070028453283769,0.3561679969145008,NA
Q6UW49,KB450_24h-24h,0.4628301483975341,0.19184595177017666,12,0.03276239316207107,0.22986931086201565,NA,SPESP1,1.484624382274222,0.6385190061684746,NA
Q6UW63,KB450_24h-24h,0.08858387132040026,0.07523024394060449,12,0.261820938360626,0.599353911886853,NA,POGLUT2,0.581995624970669,0.22231665575602733,NA
Q6UW68,KB450_24h-24h,0.1745992817586973,0.14945954174983433,12,0.26541007851883325,0.6019500580807138,NA,TMEM205,0.5760825895273166,0.22043953930644766,NA
Q6UW78,KB450_24h-24h,0.07859967798635922,0.08961753288625905,12,0.39767458260314525,0.698672527905258,NA,UQCC3,0.40047216608708575,0.1557263330498149,NA
Q6UWB1,KB450_24h-24h,-0.16084333007978927,0.24726443011693955,12,0.5276334300129768,0.7771863089913502,NA,IL27RA,0.2776676960479193,0.10947485858934218,NA
Q6UWD8,KB450_24h-24h,-0.3255513240854911,0.058355498365979724,12,1.2013300770726095e-4,0.009907696781093375,NA,C16orf54,3.9203376495863167,2.0040272931957106,NA
Q6UWE0,KB450_24h-24h,0.05913955418636529,0.036667038134345506,12,0.1327427771624773,0.45770669147906984,NA,LRSAM1,0.8769891005577515,0.339412738323863,NA
Q6UWH4,KB450_24h-24h,1.6002634545151038,1.1302856029106265,12,0.18226077748836178,0.5189798409838098,NA,GASK1B,0.7393067814443676,0.28484951136064895,NA
Q6UWI2,KB450_24h-24h,0.14581703345291722,0.05770803769672855,12,0.026574880991626446,0.20960875835475784,NA,PARM1,1.5755286716699775,0.6785905746192594,NA
Q6UWJ1,KB450_24h-24h,0.16930052994229894,0.16614057937284465,12,0.3282990592793559,0.6500568852731952,NA,TMCO3,0.4837303617128472,0.18704863738902744,NA
Q6UWN8,KB450_24h-24h,-0.3757640939075008,0.47121152024733154,12,0.4406884701548909,0.7250181437898389,NA,SPINK6,0.35586831189900275,0.1396511249473366,NA
Q6UWP2,KB450_24h-24h,0.17351157655610963,0.06661175481792254,12,0.02302048009396664,0.19445232347529365,NA,DHRS11,1.6378856233653787,0.7111868631800842,NA
Q6UWP7,KB450_24h-24h,0.016885747863077196,0.07505766365474331,12,0.8257877583881673,0.9364644057926262,NA,LCLAT1,0.083131559465524,0.02850872513511442,NA
Q6UWP8,KB450_24h-24h,-0.39374055976500105,0.8909871946651623,12,0.6664094951184159,0.8575037427417648,NA,SBSN,0.1762588236538567,0.0667639757183717,NA
Q6UWS5,KB450_24h-24h,0.23789293951914822,0.12309239250774692,12,0.07722673763727256,0.3562464880461967,NA,PET117,1.112232311090105,0.44824940832989074,NA
Q6UWU2,KB450_24h-24h,0.34094214818146146,0.14984022280492398,12,0.04202829569520779,0.26204859006661513,NA,GLB1L,1.3764582208718885,0.5816181726449833,NA
Q6UWU4,KB450_24h-24h,0.11099988447445035,0.0583957932122094,12,0.08160842358998963,0.36488497723429564,NA,C6orf89,1.0882650112236059,0.4378440167081205,NA
Q6UWZ7,KB450_24h-24h,0.20226978845030227,0.1223896844674784,12,0.12430210082555496,0.44101238118476127,NA,ABRAXAS1,0.9055215313001421,0.3555492177776462,NA
Q6UX04,KB450_24h-24h,0.018204478904846614,0.05012210781695801,12,0.7227710436681163,0.8881185030688272,NA,CWC27,0.14099925487571166,0.051529081749345215,NA
Q6UX07,KB450_24h-24h,-0.15013049322906694,0.10292854630866763,12,0.17035129376388344,0.506748524347277,NA,DHRS13,0.768654563755148,0.2952075072995179,NA
Q6UX65,KB450_24h-24h,-0.14056200850795583,0.2684342950671536,12,0.6100658615139714,0.8275295298526836,NA,DRAM2,0.2146232768776685,0.08221649975979714,NA
Q6UXH1,KB450_24h-24h,0.04219421270033937,0.0802603919825094,12,0.6086632777664123,0.8269174249391643,NA,CRELD2,0.21562289956866182,0.08253785644959201,NA
Q6UXI9,KB450_24h-24h,0.1254619653179502,0.06146383847005113,12,0.06385192729990398,0.3221267565491096,NA,NPNT,1.1948259895034485,0.49197320023768437,NA
Q6UXN9,KB450_24h-24h,0.04742566211830677,0.09185588665132184,12,0.6150225965968528,0.8308987336301784,NA,WDR82,0.2111089274814288,0.080451902937331607,NA
Q6UXT9,KB450_24h-24h,0.14498487964023057,0.08967387767859404,12,0.131889268712334,0.4566585809577819,NA,ABHD15,0.87979053977294,0.34040837721983785,NA
Q6UXV4,KB450_24h-24h,0.08521407576153628,0.036787355162186,12,0.03902132686720773,0.25321994087218064,NA,APOOL,1.4086979670965722,0.5965020969574035,NA
Q6UXY8,KB450_24h-24h,0.464503071231702,0.2626605870774084,12,0.1023740423576553,0.40729538483047056,NA,TMC5,0.9898101477539296,0.3900905109894148,NA
Q6V0I7,KB450_24h-24h,0.08761342712890785,0.14287777426844092,12,0.5511862964417793,0.7890740226163518,NA,FAT4,0.258701588367663,0.10288225394407123,NA
Q6V1X1,KB450_24h-24h,0.077722717855333745,0.04820144743885921,12,0.13283546525153034,0.45770669147906984,NA,DPP8,0.8766859588027465,0.339412738323863,NA
Q6V9R5,KB450_24h-24h,0.051260824103922104,0.07681251020938025,12,0.5171767631322344,0.7704594915668346,NA,ZNF562,0.28636099630160844,0.11325019023753954,C2H2 ZF
Q6VEQ5,KB450_24h-24h,0.06365115613624717,0.08054610555452058,12,0.4447212019360526,0.7258069010215045,NA,WASH2P,0.35191216521187396,0.1391789068142848,NA
Q6VMQ6,KB450_24h-24h,0.06730673949782917,0.07343474298238117,12,0.37742970511215035,0.6855108098962295,NA,ATF7IP,0.4231639222457856,0.16398569238246744,NA
Q6VN20,KB450_24h-24h,-0.027837473757373107,0.07094656342624271,12,0.7016630804846595,0.8770830548112234,NA,RANBP10,0.15387137421026065,0.05695927945228144,NA
Q6VVX0,KB450_24h-24h,0.16067787128927954,0.10364833554524953,12,0.1470488550073036,0.4766085075477879,NA,CYP2R1,0.8325383527682402,0.3218382096855712,NA
Q6VY07,KB450_24h-24h,-0.0268719704253127,0.04456890284400279,12,0.557777955162418,0.7941143223570283,NA,PACS1,0.25353865417987853,0.10011697113106972,NA
Q6W2J9,KB450_24h-24h,-0.1562196081113904,0.045322480035034564,12,0.004833026562980828,0.08832335131609932,NA,BCOR,2.3157808179121657,1.0539244605560454,NA
Q6WCQ1,KB450_24h-24h,0.05606722493059083,0.06418048833728657,12,0.39948814641990016,0.6999759423917417,NA,MPRIP,0.3984961025096947,0.15491688608011242,NA
Q6WKZ4,KB450_24h-24h,-0.032874465163691184,0.028989788909164062,12,0.27894037601687416,0.614136684044269,NA,RAB11FIP1,0.5544886179957433,0.21173496025963395,NA
Q6XQN6,KB450_24h-24h,0.03482486814973798,0.023243196790777233,12,0.15989731417312286,0.49344634348779265,NA,NAPRT,0.7961588311229867,0.3067600648668334,NA
Q6XUX3,KB450_24h-24h,0.1653791076184656,0.07022084737803079,12,0.03637206359217929,0.2424447912624912,NA,DSTYK,1.4392320582724134,0.6153871419269167,NA
Q6XZF7,KB450_24h-24h,0.2666944964348396,0.08700926708495609,12,0.00980517339987303,0.1260263526210518,NA,DNMBP,2.008544721634939,0.8995386326503239,NA
Q6Y1H2,KB450_24h-24h,0.12803467439987534,0.04742377656223719,12,0.01931654275781677,0.17754779726333714,NA,HACD2,1.7140706002579613,0.7506847113787666,NA
Q6Y2X3,KB450_24h-24h,0.10392219515545013,0.11276984335740958,12,0.3749233121324492,0.6840354237608851,NA,DNAJC14,0.426057555001975,0.1649214071314575,NA
Q6Y7W6,KB450_24h-24h,-0.017262520679177374,0.04252252258546137,12,0.6919162161394723,0.8712094257900476,NA,GIGYF2,0.15994649090631524,0.05987743450749199,NA
Q6YBV0,KB450_24h-24h,0.10713321096840171,0.06512013365653407,12,0.1258576668971996,0.444151925923594,NA,SLC36A4,0.9001203233041182,0.3524684503710142,NA
Q6YHK3,KB450_24h-24h,0.08371000923995743,0.08743702896536425,12,0.35726951804374774,0.671639896949669,NA,CD109,0.44700403588296733,0.17286351367984454,NA
Q6YHU6,KB450_24h-24h,-0.03120132724867286,0.03304301532801321,12,0.3636593910976994,0.6753644328147478,NA,THADA,0.43930519277768915,0.17046181464970867,NA
Q6YN16,KB450_24h-24h,0.0017493479960227442,0.03624671390883074,12,0.962301192436859,0.9899570357624132,NA,HSDL2,0.016688976048940665,0.004383653418815105,NA
Q6YP21,KB450_24h-24h,0.012777536043775697,0.05419167697604569,12,0.8175763075590552,0.9325655835207206,NA,KYAT3,0.0874717023921569,0.030320616291823532,NA
Q6ZMG9,KB450_24h-24h,0.325623476583674,0.1716475283830137,12,0.0821427857832763,0.36601146985554156,NA,CERS6,1.0854305726074083,0.43650530472329796,NA
Q6ZMI0,KB450_24h-24h,0.1353258107159029,0.0474087668275105,12,0.014502566454744547,0.15131563428997075,NA,PPP1R21,1.8385551357991532,0.8201161973232962,NA
Q6ZMS4,KB450_24h-24h,-0.0745235781853187,0.13825949006211463,12,0.5997359350299454,0.8217766836673439,NA,ZNF852,0.22203992828803254,0.08524618516986968,C2H2 ZF
Q6ZMU5,KB450_24h-24h,0.2546987942924718,0.06545158738069103,12,0.0021431473947416155,0.055709550616320734,NA,TRIM72,2.6689479593727023,1.2540703447830506,NA
Q6ZMV5,KB450_24h-24h,0.23685449113782664,0.2990403407618545,12,0.44370840533853373,0.7258069010215045,NA,PPP4R3C,0.35290234419854966,0.1391789068142848,NA
Q6ZMW3,KB450_24h-24h,0.8469173069925123,0.7122714394262452,12,0.25742199704408414,0.596123205861369,NA,EML6,0.589354344818245,0.22466397164246274,NA
Q6ZMZ3,KB450_24h-24h,-0.04689431172284223,0.05790575542274582,12,0.4337987271391691,0.7216241671145545,NA,SYNE3,0.3627117266354403,0.14168893074778935,NA
Q6ZN18,KB450_24h-24h,-0.12501319177982995,0.10610920554985297,12,0.26157052126647873,0.5990806875476572,NA,AEBP2,0.5824112021393848,0.22251468045415648,C2H2 ZF
Q6ZN28,KB450_24h-24h,-0.06970602643252673,0.12187593855185715,12,0.5779179460550272,0.8089668177729442,NA,MACC1,0.23813381920093368,0.09206929192747562,NA
Q6ZN54,KB450_24h-24h,0.16110028558419145,0.1270182148257754,12,0.22873608846868082,0.5718299261632638,NA,DEF8,0.6406653098735733,0.24273312000377767,NA
Q6ZN55,KB450_24h-24h,-0.0882341247066115,0.13451335136946538,12,0.5242338786177756,0.7746945344226194,NA,ZNF574,0.2804749161988026,0.1108695080302686,C2H2 ZF
Q6ZN66,KB450_24h-24h,0.3420659932194223,0.21973573746615324,12,0.14550668379212336,0.4740902702027327,NA,GBP6,0.8371170570741676,0.32413895765430656,NA
Q6ZNA4,KB450_24h-24h,0.1909270404203389,0.12663101707009317,12,0.1574878189688723,0.4904666988278783,NA,RNF111,0.802753031456496,0.3093904745353319,NA
Q6ZNB6,KB450_24h-24h,-0.020380443622538384,0.049858754585563714,12,0.689913748575063,0.8695328601101656,NA,NFXL1,0.16120520036317595,0.060714001131237004,NFX
Q6ZNC8,KB450_24h-24h,0.08372879223862144,0.08976213613954062,12,0.36931969355152783,0.6786596944582648,NA,MBOAT1,0.43259753347352875,0.16834794275512244,NA
Q6ZNJ1,KB450_24h-24h,-0.1862236442592122,0.06206779096828803,12,0.011059980777474146,0.13202124422795455,NA,NBEAL2,1.95624562784544,0.8793561785774,NA
Q6ZNW5,KB450_24h-24h,0.1193677337784731,0.07609803319326311,12,0.14271938224528022,0.4710921814325224,NA,GDPGP1,0.8455170427889065,0.3268941035496867,NA
Q6ZP01,KB450_24h-24h,0.2558431135683836,0.09183304074772693,12,0.016467454954584525,0.16146177245906032,NA,RBM44,1.7833735158628952,0.7919302843252627,NA
Q6ZPD9,KB450_24h-24h,0.1838877516885944,0.06673472373713227,12,0.017423726990170463,0.16586364244997528,NA,DPY19L3,1.7588589424316985,0.7802488015211935,NA
Q6ZQN7,KB450_24h-24h,0.053714905898067045,0.10649774036323557,12,0.6231302407594834,0.8345245227345274,NA,SLCO4C1,0.20542117174911806,0.07856089693343792,NA
Q6ZQQ2,KB450_24h-24h,0.44495709712767356,0.3924469658589634,12,0.2790208984138015,0.614136684044269,NA,SPATA31D1,0.5543632672429205,0.21173496025963395,NA
Q6ZRI6,KB450_24h-24h,-0.21672137937760635,0.04076426143616367,12,1.8335281603549904e-4,0.012995130836515994,NA,C15orf39,3.736712415513652,1.886219343612689,NA
Q6ZRP7,KB450_24h-24h,-0.0011387331739687496,0.037679068463130794,12,0.976386908634396,0.9951547710610177,NA,QSOX2,0.01037805222285163,0.0021093705200040313,NA
Q6ZRQ5,KB450_24h-24h,0.024193049441552244,0.043165770573685106,12,0.5854722316745078,0.8137182249209413,NA,MMS22L,0.23249369822870802,0.089525956962527,NA
Q6ZRS2,KB450_24h-24h,0.05782796956844675,0.04637095065319183,12,0.23616189684311828,0.5781256874842073,NA,SRCAP,0.6267901716067519,0.23797773347076007,AT hook
Q6ZRV2,KB450_24h-24h,0.03638782870933204,0.15933731222260025,12,0.8232040062805699,0.9349157166972121,NA,FAM83H,0.0844925246628846,0.02922753931271819,NA
Q6ZS11,KB450_24h-24h,-0.0029152963317476757,0.08782536720099911,12,0.9740654339204752,0.9947352296458445,NA,RINL,0.01141186793033849,0.0022925007675801924,NA
Q6ZS17,KB450_24h-24h,0.07340463836536026,0.07056350916700489,12,0.3187238794951021,0.6417350437867987,NA,RIPOR1,0.496585397008085,0.19264424416264056,NA
Q6ZS30,KB450_24h-24h,0.23919596956650693,0.07741540961255992,12,0.009366299855593747,0.12422671387419075,NA,NBEAL1,2.0284319426947492,0.90578500286603425,NA
