CTRL MM1R	siIRF4 MM1R	LOG2_FOLD_CHANGE	P_VALUE
LRRC47	77.5768564566667	75.6761766333333	-0.0357871150160382	0.631663353746467
LRRC48	2.06895604666667	3.425907901	0.727583371229134	0.0340391857672977
LRRC56	2.833112532	6.72907631733333	1.24802057636644	0.0155282617702664
LRRC57	27.4283463333333	28.2311860233333	0.0416220951637905	0.414920020614148
LRRC58	76.71326094	64.18215101	-0.257303847801254	0.0150504931850268
LRRC59	325.0131675	257.201868366667	-0.337597045567465	0.00687611774829141
LRRC61	12.32376877	18.0433929066667	0.550027132083495	0.00120911464153124
LRRC63	0.851287363666667	0.977777398333333	0.199859841805375	0.702037741702952
LRRC69	1.906875548	2.596322993	0.445259182147496	0.107867335322276
LRRC70	2.166300958	3.98714169533333	0.880121190479879	0.0022501418362724
LRRC75A	2.359325375	1.95732309266667	-0.269492475304279	0.129417194910815
LRRC75A-AS1	198.0969603	254.004132	0.358645223206018	0.00184151830988201
LRRC75B	0.859717613333333	0.674221179333333	-0.350640916137221	0.393104108935771
LRRC8A	20.34662328	14.7371951333333	-0.465327416438416	0.0049238876311316
LRRC8B	4.15631353066667	3.49441427966667	-0.250253830904852	0.0245878209525995
LRRC8C	14.11617955	9.40167519733333	-0.586359940370075	0.00136502622295281
LRRC8D	24.8886520233333	24.5419163466667	-0.0202401899297961	0.734868240507007
LRRC8E	0.364111463333333	0.515617391666667	0.501920764408456	0.124586864400169
LRRCC1	5.853382178	4.113787918	-0.508803058776483	0.0156738713647082
LRRFIP1	83.4093154166667	100.098796956667	0.26314421262739	0.0238283855061488
LRRFIP2	25.89830896	21.8348993033333	-0.246222021848969	0.0292107248904813
LRRIQ3	1.16546261766667	1.08678157166667	-0.100840723222538	0.739268385377777
LRRK1	35.4014709066667	31.7322277366667	-0.157860496428355	0.116680063663314
LRSAM1	14.03395556	15.18782828	0.113993893357099	0.303507317146339
LRTOMT	4.604190711	5.54695974433333	0.268749662669519	0.0117097659013746
LRWD1	189.592473066667	178.670608733333	-0.0855993585723486	0.169019903119591
LSG1	70.2926074066667	66.3135722266667	-0.0840687974771645	0.181211277703652
LSM1	70.2550410233333	72.0913639066667	0.0372246969782573	0.582726293957358
LSM10	121.903212	109.893741633333	-0.149626911482946	0.0754669285096973
LSM11	6.92330486366667	4.528139161	-0.612542581318107	0.0096996425506072
LSM12	37.69984731	35.1112937933333	-0.102623522242178	0.0274575077135271
LSM14A	123.614212433333	123.030219366667	-0.00683190347755043	0.897376100257332
LSM14B	44.1773117866667	40.54672633	-0.123720194056895	0.0554955123446338
LSM2	21.3725501	16.9080753033333	-0.338046612921562	0.0133710702756523
LSM3	378.343819933333	286.839196766667	-0.399455696837929	0.00327391352231772
LSM4	243.632304466667	190.5262372	-0.354715756660614	0.00647382819782632
LSM5	39.54689143	29.96992842	-0.400048658468712	0.0159842208684948
LSM6	70.9628498733333	64.4553005666667	-0.138764944147342	0.21096060324009
LSM7	891.848506133333	873.5967838	-0.0298311226338276	0.700830617274919
LSM8	16.8261293733333	15.6856677866667	-0.101256391667021	0.0149251627794641
LSMEM1	1.22009007333333	1.750699861	0.520944111245349	0.153269575814987
LSP1	158.733655566667	190.260240666667	0.26136605959339	9.69993544427467e-05
LSR	100.699108813333	78.7186409966667	-0.355273696325296	0.00143430308981197
LSS	177.614614366667	133.8227724	-0.408426655537814	0.000995354248082699
LTA	1.030658377	1.422452377	0.464814137747839	0.0570490884265966
LTA4H	61.40612314	65.0783447866667	0.083795035961543	0.301103344183008
LTB	1.78688230166667	7.07061749866667	1.98439160541397	0.00170037155309563
LTB4R	4.917862145	4.109520991	-0.259061052572545	0.0970916606722952
LTB4R2	3.12669601133333	3.16860301533333	0.0192079580895073	0.884618229270421
LTBP3	19.4280008966667	22.84411869	0.233685327402566	0.0477228126598334
LTBP4	3.18897554333333	5.43508377833333	0.769209240226087	0.00362892308425832
LTC4S	6.94581066366667	7.16444181466667	0.0447112230237515	0.838377812237422
LTN1	21.5400678033333	20.83441364	-0.048054293510372	0.338253121066397
LTV1	49.0922057133333	46.3525132066667	-0.0828464253952871	0.214970803749107
LUC7L	46.6147736533333	64.0138613733333	0.457597074167731	0.00264716017259158
LUC7L2	59.6421300733333	57.95559612	-0.0413838105084748	0.574610045069419
LUC7L3	204.3416871	242.387725766667	0.246333090516748	0.00245448677949692
LUCAT1	0.520993232	0.891245972666667	0.774559021175831	0.242257709038518
LUZP1	4.66573087166667	3.980572182	-0.229127268361199	0.0401758599202586
LXN	30.4205598066667	30.5895996933333	0.00799452524805213	0.947624876338123
LY6E	13.6727747533333	12.327330398	-0.149445649158597	0.62151813240104
LY6G5B	3.26358197033333	3.22540915066667	-0.0169740940898002	0.873697911266015
LY75	10.4931947596667	15.99509484	0.608175558730735	0.00931411184277464
LY9	59.6201464833333	86.30508554	0.533645652975115	0.00323624655265841
LY96	39.76195784	76.0700614766667	0.935939975430924	0.00318858527941793
LYAR	94.4380306066667	70.8018840833333	-0.415580204327925	0.00373653841998095
LYG1	3.548007441	3.33146778633333	-0.0908510917935453	0.799459579682189
LYG2	1.11301198266667	1.593470582	0.51770326012586	0.240058623355056
LYL1	11.7296770033333	22.10350207	0.914111680905896	0.0165155494335302
LYN	22.2214375466667	22.25173528	0.00196569723337369	0.973458372082896
LYPLA1	113.6707462	117.744335233333	0.0507966359974133	0.369295334076184
LYPLA2	83.3143034933333	87.6443501533333	0.0730968926938766	0.304412471000339
LYPLAL1	23.92614599	30.1227478933333	0.332265356171887	0.0103019382010646
LYRM1	52.3696126633333	71.1112158766667	0.441347189678277	0.000297277946366802
LYRM2	18.1755093566667	20.2104243	0.153103814854432	0.072582013600809
LYRM4	33.10717053	37.9150904433333	0.195628446784045	0.040033088286019
LYRM5	17.5045110733333	20.37117593	0.218802496812029	0.0925027162165646
LYRM7	18.6605628933333	18.4389922266667	-0.0172326973549038	0.73515283524793
LYRM9	1.35641942733333	2.671148927	0.977657061465782	0.0359250044274765
LYSMD1	12.2353848366667	13.0738463666667	0.0956241701178079	0.55792624967892
LYSMD2	0.506553847	0.925591016	0.869659224792775	0.187701544044113
LYSMD3	44.20929922	46.3607942266667	0.0685554162703816	0.313465569525746
LYSMD4	8.102072503	7.37480776633333	-0.135685551138378	0.136868640165595
LYST	3.06383864033333	7.30393386266667	1.25333338323299	0.00574577404293613
LZIC	33.3961829833333	33.08758591	-0.013393183695403	0.868184632157667
LZTFL1	12.9198642766667	14.9129132866667	0.206971205793381	0.0750275713373882
LZTR1	39.8858312166667	45.7874148533333	0.199074769240371	0.0250085120115256
LZTS2	10.281243448	12.86155173	0.323049953052614	0.0497452253048776
LZTS3	0.447342621666667	0.374186635333333	-0.257622189836609	0.550813990352509
M6PR	146.2908628	142.315057133333	-0.0397513537080223	0.442332856617701
MACC1	25.25357158	22.9325882	-0.13908825235236	0.141029424611487
MACF1	46.94647078	52.1906678033333	0.152775155245759	0.107768822442363
MACROD1	32.29159309	34.61912144	0.100410495259695	0.439987337069778
MACROD2	3.29426398333333	2.82778232366667	-0.220285099967193	0.275329347869523
MAD1L1	28.0035311166667	22.7077414666667	-0.302424534485741	0.00591935981070561
MAD2L1	194.742292566667	124.6378	-0.643824557487613	0.00209810323211541
MAD2L1BP	32.7993114966667	34.2791047333333	0.0636639001275795	0.381189191460649
MAD2L2	95.04128977	67.6978402433333	-0.489444606154389	0.0146688253308988
MADD	25.17403703	27.1144403733333	0.107124801666246	0.121209964055392
MAEA	69.4064552633333	71.9034541366667	0.0509912279804428	0.0967923112086301
MAF	437.9150643	723.4107714	0.724164000085678	0.0283552804609098
MAF1	173.711396366667	191.341985633333	0.139461069518115	0.231061996913595
MAFF	9.93256032	8.41232212166667	-0.239661555467016	0.0238609988570842
MAFG	59.3324828366667	54.7142937333333	-0.116904378886381	0.024445421305947
MAFG-AS1	5.33197880166667	4.11693764333333	-0.373099447489886	0.0810141254445505
MAFK	27.1111364466667	23.5063871366667	-0.205832771445119	0.0524001538378437
MAGEA12	50.3846274666667	53.0022148	0.0730690173870517	0.15647586569826
MAGEC1	0.102939227666667	0.179630194333333	0.80323701200051	0.106400757479487
MAGED1	61.6890731066667	67.2712701366667	0.124975528102908	0.191389222890671
MAGED2	57.8406922666667	61.2518811566667	0.0826693332876158	0.0197823531066341
MAGEF1	49.9480822366667	57.3058622666667	0.198253444525524	0.019668974722707
MAGEH1	67.9601829533333	85.97031912	0.339148925208406	0.00152576537867167
MAGI3	3.226760435	2.01140699366667	-0.681881441418615	0.00278671402120123
MAGIX	2.587264053	2.86632688366667	0.147775846599715	0.0869577385225675
MAGOH	165.615395333333	151.417131033333	-0.129308351408747	0.0941979830006413
MAGOHB	26.4782769166667	21.7116132466667	-0.286342314222997	0.00302751664198683
MAGT1	96.9808369433333	93.1893607133333	-0.0575344502302558	0.250306232521335
MAK16	25.54902424	21.7443299333333	-0.232628941441834	0.0284880248935016
MAL2	50.66994624	29.2765442833333	-0.791385025967585	0.000431303536319783
MALAT1	439.628246233333	401.5713392	-0.130627777340292	0.218011357096108
MALSU1	103.986548876667	87.8816747333333	-0.242762653285151	0.0272159614300518
MALT1	36.33861291	33.3581923766667	-0.123462237434623	0.0314649095360756
MAMDC2	15.3445974733333	16.8993234666667	0.139234691172113	0.269456805565401
MAMDC4	2.76274027966667	3.049592107	0.142516347047733	0.553621246359217
MAML1	29.9624016	27.1744391666667	-0.140903005070184	0.101638764736272
MAML2	18.38835935	32.5382813466667	0.823345285642729	0.00254340649000336
MAN1A1	161.1475661	192.083215466667	0.253349060802118	0.00761320275042375
MAN1A2	29.1284085433333	29.2096133633333	0.00401638118491061	0.951709778558224
MAN1B1	42.92281824	53.4526543066667	0.316516785721409	0.00637151650670811
MAN1B1-AS1	1.54108962133333	2.38443217833333	0.629694984441405	0.0328299566438739
MAN1C1	8.63961686366667	3.73925388966667	-1.20821690407797	0.0128390831388322
MAN2A1	205.173045533333	285.274567366667	0.475509924005584	0.00193002326840125
MAN2A2	44.67600941	40.1055499666667	-0.155698429480079	0.161336439683616
MAN2B1	75.6640839533333	77.7368863366667	0.0389906756548592	0.653403771793549
MAN2B2	16.60973187	19.68612381	0.245150288977988	0.0159492825241791
MAN2C1	59.87298206	69.88715157	0.223122119627267	0.0151068229874189
MANBA	15.3855151566667	18.7889148566667	0.288308996550906	0.0408269251250839
MANBAL	21.80649532	22.0254140666667	0.0144112187122794	0.848032997004687
MANEA	52.1082293633333	44.65161937	-0.222798734667421	0.0737926954812855
MANEA-AS1	3.851027245	5.546806985	0.526414194303053	0.0423112381992944
MANEAL	58.3418280833333	44.10250582	-0.403669963079379	0.00100803059070806
MANF	377.458441866667	368.0645788	-0.036358895949841	0.309423018769232
MAP1A	0.140023826666667	0.148727005333333	0.0869942914984441	0.804162338661829
MAP1LC3B	45.75495477	53.5326418533333	0.226490871652024	0.0550240725920516
MAP1S	23.32253152	20.97411443	-0.153114494458732	0.230841177375377
MAP2K1	77.3037109866667	66.5637922166667	-0.21580004496399	0.0440226994382743
MAP2K2	277.918326666667	282.8451192	0.0253513031379863	0.351021711979204
MAP2K3	79.71714039	74.0867224666667	-0.105674947287	0.0392293363714592
MAP2K4	24.6617564866667	24.5671637033333	-0.00554424947145404	0.882785425627867
MAP2K5	9.907905526	13.4003883466667	0.43562279360208	0.0142955759259299
MAP2K6	5.11242942166667	7.609476036	0.573788096381559	0.0255002142495581
MAP2K7	101.428176953333	115.736271766667	0.190382584544472	0.0387820010996699
MAP3K1	18.97908733	28.1526547133333	0.568860353229402	0.00573372122617714
MAP3K10	16.20336205	18.8219462733333	0.216122626645685	0.0759952231277697
MAP3K11	47.72307823	45.62391487	-0.0648968567418523	0.263821723341781
MAP3K12	12.9859190333333	21.99214109	0.760039948203088	0.00216987477947604
MAP3K13	14.2500191866667	14.3569399566667	0.0107844236197252	0.840630356506384
MAP3K14	28.69274522	28.3748185266667	-0.016074841083965	0.803457044406496
MAP3K14-AS1	2.92357585533333	4.287219444	0.552308240206262	0.00904358521691536
MAP3K2	20.0582881266667	21.66178029	0.110953332328717	0.290277209883032
MAP3K3	29.5454376566667	25.32509739	-0.222367552662793	0.00272933824569391
MAP3K4	14.3912609033333	12.8593607866667	-0.162374069708584	0.0913941878364846
MAP3K5	12.6228245633333	17.54561994	0.475076150391807	0.0082796552543736
MAP3K6	2.23674133833333	0.903200197	-1.30828072373442	0.00720880377161464
MAP3K7	32.5771987433333	32.4603108533333	-0.00518573856394303	0.933508632364128
MAP3K7CL	2.49398900633333	3.085425717	0.307014455788173	0.033715437440703
MAP3K8	3.80826601533333	6.359945466	0.739880137600291	0.0287610232552313
MAP3K9	0.772568194333333	0.785643257666667	0.0242120820606434	0.815612648900075
MAP4	42.93052335	38.45724659	-0.158748286005832	0.123378530115033
MAP4K1	103.447450266667	112.235543733333	0.117631546948569	0.0333826874260155
MAP4K2	13.63090363	12.3630167033333	-0.140850386886605	0.0110966571479578
MAP4K3	12.5183021133333	12.0261486833333	-0.0578641991459468	0.496995535800805
MAP4K4	20.0282959166667	22.1594495666667	0.145882369358975	0.0858789608754604
MAP4K5	9.95230840433333	9.391715046	-0.0836425564083339	0.297991533479506
MAP6D1	2.292017406	2.739171374	0.257121529666636	0.353278898367881
MAP7	10.289673656	9.36467873966667	-0.135895818901066	0.222858207098403
MAP7D1	120.6751279	122.498725266667	0.0216383806316249	0.739510140258194
MAP7D3	14.4958506466667	14.5922977066667	0.00956707201758896	0.889924059051529
MAP9	6.57185126633333	9.072222942	0.465156264006746	0.0459085734540435
MAPK1	39.5729673466667	41.0651141833333	0.0533980608804005	0.123423465838333
MAPK11	4.729316659	6.17354973266667	0.384468520952323	0.0436407906056137
MAPK12	71.2939591433333	73.24843633	0.0390181220722303	0.203176659654336
MAPK13	52.4046246133333	44.27845997	-0.243089087369872	0.00169647057702888
MAPK14	47.3930957166667	43.33415401	-0.129172360959291	0.0387349987510804
MAPK1IP1L	22.4531805866667	19.20486763	-0.225447803117413	0.0328901529649567
MAPK3	99.3436414266667	112.132971133333	0.174711010206304	0.00268673234623123
MAPK6	69.7234891266667	70.43902897	0.0147302540736044	0.642418816659645
MAPK7	11.2085360973333	8.44101955533333	-0.40910869409085	0.0349316062730088
MAPK8	10.3330985833333	14.1874142033333	0.457338728274215	0.00268655640701063
MAPK8IP1	0.461788948666667	0.736367395	0.673192100635516	0.116270835679294
MAPK8IP3	33.1489952233333	39.35110082	0.24743885311829	0.0119426709818914
MAPK9	24.40101829	18.6860058766667	-0.384983128032184	0.0150797056428136
MAPKAP1	61.03647476	63.6490901633333	0.0604682516887498	0.0113936045537674
MAPKAPK2	74.7695735933333	84.16871829	0.170832842878946	0.00429264060178431
MAPKAPK3	36.7178647266667	36.2377995633333	-0.0189868088698822	0.684834222771667
MAPKAPK5	22.4228424666667	18.4232547133333	-0.283441219987607	0.00313074970643706
MAPKAPK5-AS1	10.4958188966667	13.8739039666667	0.402559071726056	0.00313610696200188
MAPKBP1	4.45090677033333	3.892752509	-0.193308657268784	0.0989450318497267
MAPRE1	210.6090946	181.204587033333	-0.21694826030965	0.000328146832911356
MAPRE2	28.07802083	42.2357022733333	0.589021793405189	5.16401785686708e-05
MAPRE3	10.6626744233333	14.39622276	0.433120989305161	0.0242164377416046
MAPT	0.267576584666667	0.461896115666667	0.787616540995035	0.00219513880929473
3-Mar	4.93344191966667	5.638516931	0.192721223685526	0.10415528755623
5-Mar	18.8646549366667	21.1315649133333	0.163713899759506	0.029810750679808
6-Mar	108.994722133333	133.0959605	0.288208508842291	0.0122937429504385
7-Mar	68.63815182	69.6999388333333	0.0221466832848527	0.750173663368454
8-Mar	11.90415125	17.1012203033333	0.52263451409354	0.000191787947841048
9-Mar	37.55724603	36.6626557766667	-0.034779982103513	0.755432136062384
MARCKS	51.0584937666667	74.9296999333333	0.553386695355898	0.0452236346725145
MARCKSL1	95.2411581066667	58.20111111	-0.710538467791791	4.29560642066744e-05
MARK1	4.10673312933333	3.65826524633333	-0.166831515731628	0.23322070829417
MARK2	33.0668166533333	34.9661645466667	0.0805753911088887	0.202402851357634
MARK3	33.03228826	31.4684037733333	-0.0699729133647501	0.289527260668525
MARK4	7.820925462	10.8198100566667	0.468263933622418	0.000889162587212844
MARS	178.7210224	128.401434666667	-0.477048021904893	0.00129804418096248
MARS2	35.67680667	35.8464197466667	0.00684254375947081	0.880500214440923
MARVELD1	0.370232432333333	0.408623743666667	0.1423417556424	0.806979843267477
MASP2	3.83949207766667	5.87490266166667	0.613649477607891	0.052702198780282
MAST1	0.161781784	0.186055649	0.201685019009089	0.80636398239937
MAST2	43.2209919633333	28.1446147766667	-0.618873282051864	0.00766389932453908
MAST3	9.05412002433333	12.0830357066667	0.416336622042859	0.0051064483163899
MAST4	1.60636959633333	3.38411204566667	1.07497346705597	0.000506111433562523
MASTL	34.6246373233333	23.6135096166667	-0.552186478048441	0.0083710514817553
MAT2A	356.2799268	306.1980098	-0.218546296986806	0.0095611990761478
MAT2B	108.186978566667	124.756555966667	0.205588765099943	0.0080394590635728
MATN1-AS1	0.729131257333333	0.673511927	-0.114475056037086	0.821134291164581
MATR3	143.281854766667	136.258043433333	-0.0725145221010699	0.1729604454644
MAU2	44.4243276433333	53.41859025	0.26599196144174	0.0179351029930849
MAVS	30.35744314	32.0333623333333	0.0775249516855354	0.259373492622667
MAX	33.5165812166667	39.1359481466667	0.223619399788854	0.000556099777050087
MAZ	370.5602739	273.968496033333	-0.435698219323102	0.000310304797412196
MB21D1	38.72570958	25.1188515966667	-0.624521166611682	0.0352459493882784
MB21D2	6.865846066	6.96343609233333	0.0203618644195135	0.783676547435815
MBD1	64.43575019	60.9451058333333	-0.0803509747647511	0.337861738891281
MBD2	58.27391972	38.2419314266667	-0.607694965821175	0.000249137252986864
MBD3	293.461915433333	243.2813229	-0.270547720547429	0.00199874157777642
MBD4	52.4582496633333	47.0604002733333	-0.156656079547969	0.114343315124431
MBD5	3.94993589366667	5.18691670566667	0.39304796335411	0.0210054772356281
MBD6	26.1684802833333	28.9729871466667	0.1468782924265	0.123193832245001
MBIP	19.3605602466667	18.2368976533333	-0.0862603730963755	0.228158578488817
MBLAC1	6.776404185	5.82395961466667	-0.218519576709801	0.209979947075269
MBLAC2	6.24937286433333	7.229882417	0.210260764106061	0.0396210983644163
MBNL1	96.71652213	92.6147204066667	-0.0625208499092089	0.308954315636236
MBNL2	20.4394516366667	27.83518362	0.445553109039646	0.0152564393934035
MBNL3	12.99332073	13.6436698566667	0.0704615603242495	0.252069642641432
MBOAT1	36.59617494	39.5402428966667	0.111628868797032	0.113574493580979
MBOAT7	41.3151472733333	35.9165988833333	-0.202020069683174	0.00150214387998907
MBP	0.0563372003333333	0.076679964	0.444761788651154	0.616604319788992
MBTD1	12.61557276	16.4035982033333	0.378806603586253	0.00578225011402998
MBTPS1	48.5234686633333	42.19660159	-0.201555871586614	0.00356053292345301
MBTPS2	17.4151987966667	16.3550795333333	-0.0906081664238757	0.123435058556448
MC1R	2.87409773566667	4.198165828	0.546650031899522	0.00420728908071319
MCAM	4.99275435766667	8.890747171	0.832468738882288	0.00929661992756245
MCAT	39.3165786933333	41.50346175	0.0780938901776942	0.0283267497854554
MCC	27.2465782833333	22.71632965	-0.262345309961795	0.0450695440638238
MCCC1	61.2968393966667	77.1320667133333	0.331518080446111	0.000390462302925919
MCCC2	69.3984488133333	73.9690303366667	0.092017947356132	0.0743989959229386
MCEE	49.4147764	56.3614195766667	0.189765436820463	0.117092103654606
MCF2L	0.231833180333333	0.329953531333333	0.509175796373369	0.288811234719654
MCF2L2	5.78744834233333	9.69879524466667	0.744878139958758	0.00221702084419742
MCFD2	43.9287389466667	47.53756484	0.113902916782313	0.155395434051292
MCIDAS	3.61139915533333	2.23368609	-0.693131433529521	0.0288784568967206
MCL1	263.194221966667	338.7031372	0.363893532474919	0.00638688827748652
MCM10	30.33534695	16.6342566266667	-0.866842417163244	0.000525225725901164
MCM2	280.8674844	181.250597966667	-0.631903860775243	0.00142625171057113
MCM3	324.898276933333	223.118080866667	-0.542180662194002	0.00116355187058312
MCM3AP	65.2675936866667	65.41406312	0.00323397818423058	0.942552224219971
MCM3AP-AS1	6.78655182833333	6.55288101466667	-0.0505494073634667	0.699046327384051
MCM4	266.658019466667	167.327116366667	-0.672319454508085	0.00134855514094064
MCM5	299.785963433333	188.449043166667	-0.669758365191778	0.00336137072324383
MCM6	173.525876	118.297716733333	-0.552728583584997	0.00318669875165807
MCM7	362.317589566667	240.243511666667	-0.592757378344735	0.00124760632836635
MCM8	49.9346028233333	29.1128349333333	-0.778384563889225	0.00369483303907722
MCM9	7.95079515966667	7.39890675566667	-0.103787034255699	0.472316334877532
MCMBP	68.0706019633333	49.72047723	-0.45319172404099	1.32049429689503e-05
MCOLN1	49.4116179266667	47.31769575	-0.0624704760977413	0.190744172237144
MCPH1	9.365202813	10.5824481303333	0.176291274382643	0.149850615728734
MCRS1	98.4738998766667	105.4592692	0.098872604786548	0.022388274135541
MCTP1	2.01014619433333	2.930035203	0.54361756820964	0.0260304804819261
MCTS1	16.33741655	17.0293684933333	0.0598450691016939	0.0866607722747793
MCTS2P	24.4286099733333	23.3196416266667	-0.0670261567518225	0.671850269830074
MCU	9.57910456533333	8.13478824733333	-0.235786009845809	0.0990267977601649
MCUR1	34.9289870633333	28.0949903666667	-0.31411189972211	0.0125585972433774
MDC1	5.13123175433333	3.182663436	-0.68907058571085	0.00100407585658144
MDFIC	89.3932124266667	73.8822386033333	-0.274937712506766	0.0134993823818566
MDH1	175.254589366667	153.896789033333	-0.187489093387349	0.00384109248951687
MDH2	189.2868339	177.447622533333	-0.0931808208300853	0.0703325232679115
MDK	1.44343299133333	1.2676213	-0.1873803278972	0.722162247681607
MDM1	11.86900877	10.3795787783333	-0.193451556815264	0.0822454859397006
MDM2	301.9063215	236.4556365	-0.352531432822616	0.000479407469584521
MDM4	22.3938139333333	24.8179243166667	0.14828220133638	0.0457067768362467
MDN1	21.9484756433333	23.4050924833333	0.0927017199875576	0.29155491331291
MDP1	6.47466314566667	7.18046856	0.149272853570785	0.359735988889263
ME1	41.08462764	36.5124686466667	-0.170209477116969	0.0165876994577553
ME2	61.7926925733333	47.12302182	-0.391004182561649	0.00332405201424323
ME3	7.633880854	10.248430349	0.424914388339438	0.00809841216418254
MEA1	189.5174162	144.5070566	-0.391190490289149	0.00435405414375368
MEAF6	23.50835784	27.3285658166667	0.217235986206063	0.000405440920382884
MECP2	11.0130145333333	11.6438569	0.0803595902059189	0.225850407338833
MECR	28.4918948566667	28.9480631866667	0.0229152543324199	0.804616454759301
MED1	37.3537702133333	37.8910182233333	0.0206020437414258	0.584256298147836
MED10	138.7259917	129.458411766667	-0.0997494066171303	0.125390659718585
MED11	29.8940784266667	37.7239871433333	0.335622429904273	0.0214474305353708
MED12	21.51906966	23.0762031766667	0.100790164114084	0.407012882254748
MED13	28.11270597	31.2659010333333	0.153367767952108	0.0566871447966115
MED13L	23.6044539333333	24.28092822	0.0407644665635888	0.591687552656514
MED14	46.7652231966667	42.9980030433333	-0.121166414864058	0.205862511530079
MED14OS	9.594974698	10.692465041	0.156243583188762	0.251378728191174
MED15	59.5992112066667	53.5144576666667	-0.15536452872036	0.178527275262572
MED16	183.980004966667	188.286049733333	0.0333771314346674	0.590333013647829
MED17	26.6025547033333	25.73295652	-0.0479475764116718	0.0882877126513496
MED18	23.4147282266667	27.4408325533333	0.228907960601903	0.00903725786063118
MED19	23.52738553	24.7888423233333	0.0753498863036109	0.461459564764196
MED20	23.0902891366667	28.4291956633333	0.300087043301693	0.0144532688804297
MED21	26.5818823633333	26.6017164566667	0.00107606668424072	0.983983482279149
MED22	50.1378218233333	41.3532876433333	-0.277897291203363	0.00160251706187976
MED23	31.2488348866667	41.04853247	0.393528245128336	0.00240465518652421
MED24	82.1816264866667	80.8449926166667	-0.023657464983618	0.610024245321131
MED25	47.0263412	47.2613915	0.00719301641746061	0.91636564711532
MED26	23.9968094066667	26.84830054	0.161988171314189	0.094164838633085
MED27	28.2094146033333	23.2327049933333	-0.28001959018865	0.019658624577661
MED28	50.2116012333333	54.1649406333333	0.109338606900554	0.202288108750097
MED29	36.8131087866667	40.6559295533333	0.143246193359505	0.125002667519988
MED30	17.6384697	18.7966562966667	0.0917506470863407	0.580239960083101
MED31	18.50787624	16.5403027366667	-0.162153716560333	0.122639690045645
MED4	23.0111932166667	22.42312027	-0.037348745550712	0.553670313973472
MED6	20.3460532266667	18.4188359	-0.143567080723262	0.0338031235484694
MED7	17.7629933933333	17.2877011433333	-0.0391286856987703	0.558578135899385
MED8	60.9616526566667	56.23793936	-0.116358281567316	0.0729952766954708
MED9	23.5091001766667	19.9790391566667	-0.234732118239574	0.00612149864477269
MEF2A	20.72371879	18.6726199333333	-0.150358547607986	0.0680671832506547
MEF2BNB	12.2443143166667	13.34617697	0.124314554155851	0.39092609525506
MEF2C	205.635456933333	259.725651	0.336899460008534	0.0182557227730742
MEF2D	83.9606953033333	77.9535046033333	-0.107100229560104	0.151588571820613
MEGF8	8.76800272266667	9.561056682	0.12492182648197	0.0863394663462328
MEGF9	12.4984705666667	13.27750796	0.0872328307246319	0.100125841468152
MEI1	15.1236787466667	9.579842777	-0.658735225437377	0.000476965216208614
MEIG1	0.737611011	0.557156862333333	-0.404776630241494	0.613684598285762
MEIS1	15.3641207533333	22.2336999466667	0.533182841807309	0.00666150987521687
MEIS2	5.10074521733333	3.83245890866667	-0.412437716291632	0.010045533260466
MELK	70.1518770566667	39.30891654	-0.835625106877538	0.0028706472259206
MEMO1, MEMO1	60.1056036533333	62.68711027	0.0606693265650579	0.132532714194738
MEN1	32.3509923366667	30.90752646	-0.0658517667935707	0.260239224211651
MEPCE	77.0290538633333	75.97180638	-0.0199385804301362	0.681599837682237
MERTK	11.97942114	18.3587374	0.615908645497848	0.0500542401506221
MESDC1	106.559815066667	75.95746701	-0.488399782583024	0.00571181360642189
MESDC2	67.5510767033333	61.3224604033333	-0.139563182470974	0.0496846086367512
MESP1	22.5787383466667	10.3016221796667	-1.13209333940407	0.000438632995384361
MEST	33.26597922	32.01664676	-0.0552252854706061	0.237579272528303
MET	1.284395464	0.762255045	-0.752743776246211	0.0244307551507519
METAP1	72.3305283633333	74.67780238	0.0460747821631739	0.269628998350541
METAP1D	20.8522708166667	24.93077155	0.257723029593553	0.00912156858927527
METAP2	98.3744717733333	91.4748659866667	-0.104908587041638	0.0223504593677919
METRN	3.76804316366667	3.11100478966667	-0.276434875366947	0.339859164625926
METTL1	43.6919594	37.3796443333333	-0.225114964087232	0.0146154549939753
METTL10	17.9577835466667	15.5464658433333	-0.20802264356331	0.0772482419773441
METTL12	2.05347078733333	2.85881739833333	0.477354049748569	0.243136048713064
METTL13	51.98458881	55.8527600833333	0.103544586584607	0.211416638036504
METTL14	24.0505148166667	26.15541409	0.121041834669031	0.140228047346625
METTL15	9.540472717	9.59735240833333	0.00857571742887425	0.949221065073502
METTL16	34.0316898566667	32.25849705	-0.0771995669527147	0.0962524391740287
METTL17	45.0890508433333	43.45140692	-0.0533742494882651	0.57654413540411
METTL18	26.5185170133333	23.2633053966667	-0.188943999770568	0.0965816833956503
METTL20	1.94813724433333	3.51733561066667	0.852387680522827	0.0180887156537572
METTL21A	11.8418483066667	9.81710798766667	-0.270524288052564	0.0700069007284934
METTL21B	2.073264403	2.06870788866667	-0.00317417057446036	0.985806010635954
METTL22	15.05225569	16.4722675266667	0.130059464601558	0.119943825565147
METTL23	48.27815886	59.2426586866667	0.295265728816493	0.0499334237816021
METTL25	5.291019788	5.797120595	0.131790684365523	0.0621691310381096
METTL2A	36.6660719866667	31.4485208166667	-0.221453557871135	0.0329275419576407
METTL2B	71.13606464	65.1487934333333	-0.126842704343098	0.0192565560854505
