siIRF4 KMS12BM	CTRL MM1S	LOG2_FOLD_CHANGE	P_VALUE
NDUFS7	309.465805633333	455.439712133333	0.55748008504205	0.0040296684715897
NDUFS8	263.4424595	278.103891133333	0.0781360443989678	0.205581422847422
NDUFV1	483.8809428	413.301320566667	-0.227458147762695	0.0141737887050184
NDUFV2	403.6567102	1305.614896	1.69352864279069	0.000102753665481417
NDUFV3	61.0343207233333	61.37029913	0.00791989058932012	0.894931710304822
NEAT1	351.785881533333	214.085734	-0.716508921025223	0.0164309925743181
NEB	0.249155335666667	0.377061119666667	0.597752926193008	0.0312276426768199
NECAB3	36.3534537133333	25.6086339833333	-0.505462133353973	0.00864967066795935
NECAP1	25.41700986	35.6681237966667	0.488841012641702	0.000851893227154367
NECAP2	90.80215828	102.709846033333	0.177775994278954	0.055452313742659
NEDD1	25.44047676	23.46608269	-0.116548681594828	0.171671439805037
NEDD4	1.52290736933333	5.17819229833333	1.7656203496972	0.00161277020137832
NEDD4L	0.122758117666667	4.660766612	5.24667693731735	0.00121493757285747
NEDD8	169.838627766667	97.9434711266667	-0.79414338863473	0.000453671191601205
NEDD9	4.77687296166667	12.7021042266667	1.41092909846741	5.19760226430789e-05
NEIL1	8.86771980333333	10.1936860026667	0.201040728869827	0.0748454828317005
NEIL2	5.01157722366667	8.12783305666667	0.697606055744884	0.00254934986004667
NEIL3	16.6709412	22.0456620533333	0.403159245574551	0.00331625529926147
NEK1	5.39536644133333	11.7895540433333	1.12771629455197	0.000815697772973673
NEK11	0.341566950333333	0.844010803666667	1.30509307808478	0.0567092546860689
NEK2	37.70519779	60.56492793	0.683719178890381	0.00120634943848294
NEK3	12.4550442666667	4.067439786	-1.61453725544733	0.000122739128402778
NEK4	37.92357731	33.27790361	-0.18853050761115	0.00759982097325475
NEK6	0.304018181333333	18.4452199666667	5.92294557925224	0.000309229202629308
NEK7	38.46303557	83.77604233	1.12306510416925	0.000467173814429551
NEK8	33.16881917	4.609608385	-2.84711155719914	0.00200306206838144
NEK9	82.4608351666667	29.5012729633333	-1.48293186567653	0.00275302996303676
NELFA	64.6339149	43.5581348333333	-0.569349199898825	0.00509515426967739
NELFB	141.021614333333	118.082031133333	-0.256126858359454	0.0201375183465985
NELFCD	175.0647936	164.388076233333	-0.0907833217944208	0.0585976343486904
NELFE	25.9306371466667	19.4067596333333	-0.418098405482266	0.00680724109422284
NELL2	1.342597222	0.698417913666667	-0.942864094287305	0.014953232700866
NEMF	50.3421022733333	24.47980735	-1.04017325990949	3.86364430711191e-05
NENF	83.0325976	63.2037989266667	-0.393666556785767	0.00802528230582539
NEO1	12.10035435	17.7430512933333	0.552204836547891	0.00109650147428716
NES	0.265191273666667	1.29795244	2.2911323123025	0.0660396607380325
NET1	18.5904041866667	55.5816047066667	1.58004935023593	8.7033296468533e-07
NETO2	10.0643996923333	19.9534388666667	0.987376285612001	0.000125126572676421
NEU1	6.796038538	11.8505162533333	0.802183971062097	0.000117668574942962
NEU3	27.5606761766667	13.92723585	-0.984702330241881	9.45208254069236e-06
NEURL1	0.321869957333333	10.122806237	4.97498755315494	0.000886856816256578
NEURL2	3.37615542166667	1.15317811333333	-1.54976595951888	0.0181924123577873
NEURL4	21.70602737	13.2385469833333	-0.713350922873258	0.00122390897051137
NEXN	0.158985766333333	0.796324627666667	2.32445906626963	0.0736022527738666
NF1	5.69756229733333	4.87310712833333	-0.225502855573186	0.026154827733009
NF2	21.2586935	22.7150710833333	0.0955968845140167	0.140445904261302
NFAT5	4.98449212633333	4.11327734333333	-0.2771581640265	0.0402240557183086
NFATC1	15.8523999733333	6.40133924766667	-1.30825560032124	0.00192691374355498
NFATC2	11.0599311866667	16.24670368	0.554804627744645	0.00569939475967826
NFATC2IP	80.15745119	64.5836042166667	-0.31166867943609	0.0030202060525885
NFATC3	52.4635617666667	30.8447056366667	-0.766292877799514	0.000483974584598391
NFATC4	18.0541094133333	0.764762837333333	-4.56117102636052	0.0108981754318901
NFE2L1	125.5357261	109.147007766667	-0.201825418093232	0.0108737040160493
NFE2L2	51.9063759	52.45989573	0.0153031777192805	0.806221178939636
NFE2L3	97.9835781833333	116.6870698	0.252032821243533	0.0444136450196233
NFIA	0.994519019333333	1.08563616233333	0.126469815810837	0.653548625608487
NFIC	9.405689205	0.646587896333333	-3.86261525497817	0.000440605405485536
NFIL3	16.6868001233333	152.588356433333	3.19286564481446	0.000189892413968108
NFIX	0.98491467	2.26809322066667	1.20340929315749	0.000998916304202261
NFKB1	80.6309357666667	63.7410764566667	-0.339110081985395	0.00655574304949886
NFKB2	122.582404533333	128.459230966667	0.0675586551717859	0.350397497190957
NFKBIA	137.078289166667	39.7588358233333	-1.78565267209132	2.75871670838992e-06
NFKBIB	61.8174109466667	41.7288327133333	-0.566968667673076	0.00277854399651295
NFKBID	13.1003900533333	3.383654116	-1.95295576157117	6.07420076742347e-05
NFKBIE	37.87702583	24.1400267366667	-0.649895778354343	0.000282839567725783
NFKBIL1	4.40112258266667	2.58124878066667	-0.769802360056527	5.0340858732605e-05
NFKBIZ	3.04760304733333	3.481713201	0.192122365914487	0.396034532543814
NFRKB	42.90641481	13.4083825666667	-1.67805813930761	0.000291951435321049
NFS1	51.77104041	22.9329199633333	-1.17472525182054	3.21015460664343e-07
NFU1	48.82989711	38.9265986366667	-0.327008448972331	0.0128815912904628
NFX1	39.65011418	52.17141536	0.395934552368225	0.00169130281337358
NFXL1	7.48893109066667	15.2433777533333	1.02535090262629	0.00465016072176815
NFYA	28.84498792	21.6075394466667	-0.41678586421088	0.0214641613007916
NFYB	40.2251607733333	28.0863902566667	-0.518226970095246	0.000592336828147546
NFYC	30.0268445766667	31.5565512366667	0.0716866694738268	0.203866624491604
NFYC-AS1	0.924872320666667	3.27413041233333	1.82378566780804	0.00169034594400968
NGDN	63.08818138	38.3568882966667	-0.717884076907378	5.72936618896133e-05
NGLY1	82.4855710566667	107.623444666667	0.383778708085955	0.00215273203893341
NGRN	80.2150008033333	83.9048022066667	0.0648813275813034	0.262388589656304
NHEJ1	26.80941848	38.37023341	0.517247614698503	0.00254259204688186
NHLRC2	6.33740959033333	9.87361054666667	0.639684480002922	0.00101375561037913
NHLRC3	10.3651173233333	16.7890380733333	0.695783127055267	0.00368796735704465
NHLRC4	7.974688649	3.59178278233333	-1.15072808981153	0.0128628340162245
NHP2	361.175671233333	619.223526566667	0.777759569525354	3.29132712819256e-05
NHP2L1	255.690168566667	241.745912333333	-0.0809051937286981	0.293037227166737
NHSL1	0.624989345333333	0.427165595666667	-0.54903613962943	0.252332878695455
NICN1	22.3283104633333	11.6483328466667	-0.938750603868087	0.000379519897013832
NIF3L1	32.67348037	54.0246915333333	0.725498791268119	0.0044336395032004
NIFK	75.81965961	110.519340166667	0.543654969268961	0.00553303627516598
NIFK-AS1	4.59472578633333	3.378091728	-0.44377026059566	0.000624721471074387
NIN	20.2727876633333	13.02269442	-0.638516508337829	0.00346472299455496
NINJ1	42.0903209766667	55.4895100566667	0.39872655323106	0.0558984264274255
NINJ2	1.48869064566667	0.727532789333333	-1.03295981301975	0.0634182409498576
NINL	1.141954226	0.449877081333333	-1.34390204615647	0.0345967777697076
NIP7	39.7572872833333	70.3918737233333	0.824189566483134	5.90542615924354e-05
NIPA1	25.65402224	24.5949438233333	-0.0608232808340159	0.283989345471114
NIPA2	102.639572493333	170.204058866667	0.729678374924205	0.000571098477636573
NIPAL2	30.9305518466667	7.38560264233333	-2.06624502310518	0.000283487505934468
NIPAL3	19.3000808733333	37.5003308566667	0.95829643137996	0.00260624544204248
NIPBL	29.1732364033333	28.0133896266667	-0.0585288835575681	0.416812699444336
NIPSNAP1	154.680968366667	48.52362947	-1.67253633113	0.000181575774142017
NIPSNAP3A	30.4667934833333	50.2700471066667	0.722461371215079	1.56929515369049e-05
NIPSNAP3B	5.09947628433333	0.944672089666667	-2.4324635505489	6.61060734209716e-05
NISCH	30.7733663133333	16.15568572	-0.929640283035655	0.00388506485494731
NIT1	21.7757174	14.3031829733333	-0.606384014792056	0.000226871646938676
NIT2	106.209569933333	91.9963766133333	-0.207264819807456	0.0286413726377615
NKAP	46.8683992766667	31.8567543833333	-0.557016232175724	0.00100591949308306
NKAPP1	3.153754274	1.45140079266667	-1.11962429329399	0.00440861631373207
NKIRAS1	12.3219663033333	5.326869639	-1.20987261514697	0.000647718559712764
NKIRAS2	42.4948722633333	32.7621506333333	-0.375258701673446	0.000572917780365866
NKRF	35.29261703	34.7443290933333	-0.0225888903208083	0.705346794682807
NKTR	64.22055692	46.90680365	-0.453237980914191	0.00595885462672076
NLE1	49.3145106366667	29.4245509033333	-0.744991821381382	0.0187400095053743
NLGN2	11.303796788	0.653968558333333	-4.11144234986674	0.00471371093355416
NLGN3	0.820183456333333	1.150737696	0.488540468040971	0.196483485376971
NLK	12.6997820566667	9.20771385433333	-0.46388883382009	0.0273455316062875
NLN	18.2122576966667	15.2131237933333	-0.259593358323204	0.023818805896151
NLRC3	51.2469448666667	0.194472041666667	-8.04175942875687	0.000966770491997903
NLRC4	0.328859961	0.82008327	1.31829703678562	0.00472736706861633
NLRC5	10.9332330933333	4.47746285233333	-1.28796671908469	3.50263251545485e-05
NLRP1	34.16260356	28.91400991	-0.240649226737359	0.0181587570086145
NLRP14	0.140784886333333	0.703636701666667	2.32133827091444	0.0389302877164121
NLRP7	0.763199862666667	75.41475144	6.62664202630148	1.08643484137124e-05
NLRX1	24.33967101	5.40604871166667	-2.17066325125626	0.00423709288457472
NMB	50.3732638	14.3103761766667	-1.81559661289702	0.000568036131485582
NMD3	75.1702371033333	80.6396140433333	0.101327179421387	0.144868648841039
NME1	351.067844266667	174.967533166667	-1.00466261838467	0.00464981450894325
NME1-NME2	6.12531324966667	0.966468782666667	-2.66398858702912	0.00415293262144673
NME2	67.1290428433333	23.5743253266667	-1.5097205889339	0.000350954304794712
NME3	230.1669984	51.2766282733333	-2.16630768820407	3.52821025957418e-05
NME4	290.679621833333	142.747937733333	-1.02596003127446	4.11016044683355e-05
NME6	50.4565203033333	23.2103672433333	-1.1202713656093	8.04323111462559e-05
NME7	15.3974179933333	9.22777660566667	-0.738633460898224	0.00762587464740371
NME9	1.29233141966667	0.568684091	-1.18427674763162	0.00738318806624592
NMI	13.72074652	24.1068910766667	0.813086629111169	0.000437779556099281
NMNAT1	10.8058503933333	9.567724071	-0.175564924596506	0.236371315225575
NMNAT3	6.861538432	4.876599097	-0.492656706737452	0.0620524852790891
NMRAL1	7.65366724766667	12.7541557833333	0.736744323365074	0.0113034786357928
NMRK1	19.8094289866667	66.67365672	1.75092955929998	0.000603610925189255
NMT1	83.89016233	72.87857843	-0.203006819764962	0.00199400081417478
NMT2	3.99350557166667	8.29019305833333	1.05374997244587	0.00147916313528338
NNAT	2.250133195	0.614903474666667	-1.87157853898989	0.0123370294069563
NNT	64.53679227	101.437704666667	0.65240022848689	0.00690957991001241
NNT-AS1	17.6515557866667	17.1346357866667	-0.0428798201893992	0.762974437275765
NOA1	32.6220152233333	70.3923416466667	1.10957257179795	8.42439912618543e-05
NOB1	70.8098431333333	101.652190633333	0.521619480516166	1.71443416233763e-06
NOC2L	201.621200166667	111.913827933333	-0.849259039100482	9.41297392844059e-06
NOC3L	40.24636569	60.81432585	0.595552703605001	0.00214207594499335
NOC4L	56.82821005	19.8986554466667	-1.51393632365771	0.000250297858164266
NOD1	12.8788064933333	2.92128890766667	-2.14032195297841	0.00222585113582406
NOD2	16.2957921066667	10.5183207533333	-0.631595083177291	0.0180273281431626
NOL10	40.03418513	41.27173133	0.043921518629213	0.177407075313313
NOL11	61.06552318	131.189493233333	1.10322219365335	0.000885623960764436
NOL12	34.7471212966667	27.05395652	-0.361053862303575	0.0222922108735837
NOL3	6.28780683466667	16.4661503933333	1.38887450519187	8.88779532647704e-05
NOL4L	9.05351156533333	0.761841406666667	-3.57091486892103	0.00076175181449713
NOL6	50.4969317133333	56.1555541033333	0.153232990701513	0.100209553129362
NOL7	281.162283	270.9329772	-0.0534670695620102	0.155094981394095
NOL8	50.3603520166667	64.2270989866667	0.350893766715226	0.00490448250663749
NOL9	27.0725785066667	15.4886635966667	-0.80561963255366	0.00224696504729657
NOLC1	220.741927833333	266.401693633333	0.271242572418118	0.0131766839051837
NOM1	41.56408537	46.9810285066667	0.176740832155535	0.0201312654624045
NOMO1	52.7365274966667	62.4346788266667	0.243545006510418	0.0223240630206378
NOMO2	27.6610794033333	51.70751956	0.902516644460289	0.000825855498148971
NOMO3	5.92271805533333	13.9977422866667	1.24086283692549	0.00028837016157934
NONO	568.011697766667	380.539698633333	-0.577873674935777	1.85634846476146e-05
NOP10	380.491402666667	368.438479	-0.0464401143403004	0.363823473276993
NOP14	75.1522281666667	92.4923948233333	0.299518866246114	0.00103157185125587
NOP14-AS1	1.37492932933333	1.64159902133333	0.255744309217856	0.191536177551067
NOP16	58.17914871	97.55749253	0.745750490998813	0.00377343557526586
NOP2	116.2463069	109.395865866667	-0.0876266642110827	0.0511426584190673
NOP56	428.297001733333	263.970163866667	-0.69823670452459	0.000400856426723757
NOP58	280.475758166667	365.4654816	0.381859066857191	9.98411311040632e-05
NOP9	21.9804719033333	12.06350305	-0.8655734563006	1.16459035566612e-05
NOS1AP	0.037252412	1.107920356	4.89437652579001	0.000152081576230122
NOS3	15.9967012166667	5.983020149	-1.41882860162466	0.00178576641065497
NOSIP	102.536465423333	64.34275719	-0.672287407754325	0.00621019918918356
NOSTRIN	0.747846466666667	1.47989526533333	0.984681058064747	0.013042786802568
NOTCH1	13.26170375	19.7479811233333	0.574439038704064	0.00100667010847467
NOTCH2	23.3096085666667	21.11094166	-0.142933845823867	0.0429372284407132
NOTCH2NL	12.45498008	48.2831704233333	1.95479769686099	0.000802885327466255
NOX1	0.334061576	0.510755935	0.612520010811569	0.303444019683066
NOXA1	12.5592421833333	0.155244568666667	-6.33806280963759	0.0135816277187358
NOXO1	5.53519578766667	2.18901793766667	-1.33835057149068	0.00750979611886788
NOXRED1	1.28465571833333	0.221305067333333	-2.53727338501617	0.058230131049245
NPAS1	3.56956519433333	0.459858025666667	-2.95648792714891	0.0145917608328426
NPAT	27.9295232966667	19.1781481933333	-0.542327526688741	0.000118868062600976
NPB	5.05170839	1.860606783	-1.44099817065858	0.0220613259521027
NPC1	42.5330700333333	17.5628410466667	-1.27605875152998	0.00443476245784565
NPC2	166.327048433333	117.161685833333	-0.505521944280423	0.010396724612552
NPEPL1	2.68254369366667	1.43751289766667	-0.900026769725405	0.00417762957942394
NPEPPS	94.1139886166667	69.3557428566667	-0.440393826794587	0.0269745803668088
NPFF	2.301644477	1.67497348666667	-0.458526745934023	0.247400929089755
NPHP1	0.752736560666667	1.21160490366667	0.686702371740114	0.151908352174731
NPHP3	1.657522239	0.995059035666667	-0.736174200442614	0.0337252805878601
NPHP3-ACAD11	1.38395830633333	0.160396276333333	-3.1090879259117	8.96139208293293e-05
NPHP4	8.54225396366667	7.36766601166667	-0.213409127166973	0.0760633351837458
NPIPA1	11.74708444	10.78041844	-0.123889555333347	0.268486125170015
NPIPA5	23.90832129	3.83740416033333	-2.63931021099491	0.00138254289659666
NPIPB3	2.720326977	3.730119724	0.455441866267647	0.0394849858285979
NPIPB5	0.363686697	0.635141854	0.804382687014636	0.00486322147418145
NPIPB6	2.511171676	1.00270811233333	-1.32445896218834	0.177766975739238
NPIPB9	2.302104688	0.633861226	-1.86071451685003	0.000396645259156097
NPL	8.72172415866667	0.503010454666667	-4.11595307242222	0.000664817866594902
NPLOC4	43.89844404	117.719006233333	1.42310555829889	0.000252498784193203
NPM1	1073.74542933333	2054.01617	0.935795548963732	0.000649908604435121
NPM3	199.741328866667	118.8860983	-0.748552848119002	0.00147433608826057
NPNT	0.385913406	30.6114733466667	6.30965151238476	8.9670701458545e-05
NPPA	1.31296064033333	0.694233342666667	-0.919331106302802	0.0282632695113901
NPPA-AS1	0.82582844	0.447491317	-0.883982414125724	0.0353707131212
NPR2	1.78839665433333	1.954467828	0.12810908493	0.15578893553467
NPRL2	52.6329317666667	42.2481885466667	-0.317076273217408	0.00602020011292009
NPRL3	27.4147579266667	34.6995506633333	0.33996424631977	0.0215393926766634
NPTN	40.9472541866667	77.97355438	0.929218188621226	0.00199086119445723
NPTN-IT1	1.80681230833333	1.21822166566667	-0.568669979208687	0.0531818370385966
NPTXR	87.3659728	0.185425376	-8.88008898519651	0.00201670964259148
NQO1	6.00851053933333	17.5352602033333	1.54517953064783	0.000932555351765696
NQO2	26.3135484133333	29.8580705566667	0.182315130048646	0.00808926407978279
NR1D1	6.91822893933333	9.822350325	0.505665522330431	0.0491389336819403
NR1D2	18.67313999	12.5140112566667	-0.577420238086482	0.00767578062867688
NR1H2	38.39248512	70.4805432433333	0.876401096274159	0.000628829521826787
NR1H3	8.656439407	2.37253331133333	-1.86734538983216	0.00960740941939931
NR1I3	0.936136944333333	2.20119260733333	1.23349389114458	0.0289897578006918
NR2C1	32.0421055433333	20.16874097	-0.667847926114858	0.000326323835169243
NR2C2	26.7671057833333	25.6890406733333	-0.0593081392370207	0.34094303701691
NR2C2AP	45.4243872533333	52.0173520933333	0.195525908241308	0.0298915020246472
NR2F6	59.246281	13.86281469	-2.09550438582038	0.00208504336526013
NR3C1	9.05178494933333	40.96772628	2.17821361023398	0.000709598471784983
NR4A1	7.90061618133333	0.813345556333333	-3.28002484757862	0.000272722862737838
NR4A2	1.014400887	0.364446009	-1.47685090523427	0.00246281892218185
NR6A1	10.2754579336667	1.90134620966667	-2.43410953369764	0.000965626892567278
NRARP	0.472909023666667	0.602717487666667	0.349919254366701	0.33426908229378
NRAS	85.7019075766667	78.9404894333333	-0.118561852588778	0.121807571669503
NRBF2	28.87414974	41.1873654333333	0.512423382611661	0.000606495749489563
NRBP1	45.4384117566667	66.3558545833333	0.546311352223366	0.000697361118584288
NRBP2	25.4969447766667	3.92083718733333	-2.70109074323415	0.000144392901565084
NRD1	85.0004517366667	139.976291666667	0.719640079329923	0.00150780367203335
NRDE2	15.3950297566667	6.49006898133333	-1.24615893846819	0.000754180248573468
NREP	13.3606910333333	11.3000256066667	-0.241668586020949	0.175946971700723
NRF1	27.5975387	21.9640689666667	-0.329394258846347	0.00211560442974427
NRG2	0.198799105	0.643189809666667	1.69393328760357	0.013870890836213
NRG4	6.182639856	2.00111885333333	-1.62741611342944	0.000356743225963581
NRGN	73.6693232533333	25.93427182	-1.50620412727516	5.35272341341023e-06
NRIP2	4.43336141166667	3.000252444	-0.563317081597153	0.0317962402305479
NRL	1.08341361333333	0.651097125	-0.734639450578711	0.0148828504643197
NRM	12.2169958333333	3.845891902	-1.66749945122191	1.95924305414682e-06
NRP2	1.06542413333333	0.328032718	-1.69951624381477	0.00947328487853336
NRROS	77.07186417	136.644244066667	0.826148498207693	0.000432856585724005
NRSN2	0.689097837	0.7215972	0.0664849115539102	0.797578730949508
NS3BP	17.3439683066667	6.19317184166667	-1.48568364339266	0.000527381856924571
NSA2	90.51690025	175.8200711	0.957840688195521	0.00013201135429157
NSD1	14.7142650733333	19.10425857	0.376678781812715	0.00185215871856684
NSDHL	54.3588970333333	58.56283348	0.107469174607159	0.22912507411459
NSF	35.6576805133333	15.5791075766667	-1.19460026716717	8.03986913591064e-05
NSFL1C	68.8868191566667	42.3275036133333	-0.702632559179995	0.00462032847792894
NSL1	10.018667742	13.5790166533333	0.438688333027985	0.00428539879059797
NSMAF	45.6120788533333	29.41455857	-0.632885539532136	8.77280078960357e-06
NSMCE1	101.83369019	46.7979224133333	-1.12169854686472	8.897834361798e-05
NSMCE2	96.05099614	35.72483449	-1.42687324862736	1.48368392631658e-05
NSMCE4A	100.129428523333	139.577334566667	0.479198635251205	0.000661475717526099
NSMF	46.5172856666667	30.5842053133333	-0.60498012626637	0.000248775401304668
NSRP1	53.26327339	42.5912166966667	-0.322585150962604	0.00283041776336708
NSUN2	159.903697633333	156.808633833333	-0.0281983042980825	0.0262223661544442
NSUN3	9.08811946066667	13.42628556	0.563006528255988	0.00738042717372883
NSUN4	8.14479273766667	17.66421044	1.11687937291616	0.00439735060996716
NSUN5	68.16198633	45.6778928933333	-0.577471277036327	0.00330763282718122
NSUN5P1	77.3455268	32.3712878166667	-1.25660309631671	9.28149921475538e-05
NSUN5P2	6.43197560266667	1.73843512033333	-1.88747270855526	0.00172323928372477
NSUN6	10.6883528723333	10.5441456603333	-0.0195973383316076	0.88063267960427
NT5C	97.92264043	47.0101719066667	-1.05866950384673	5.46423469511778e-05
NT5C1A	2.15011219066667	1.141434413	-0.913563975676918	0.0708076051471095
NT5C2	51.70705116	56.8699931466667	0.137306599797326	0.088698690948857
NT5C3A	46.8761663333333	53.6445914366667	0.194578135823587	0.00889188690953219
NT5C3B	101.90772605	52.2577360233333	-0.963546903542443	4.36428898404845e-05
NT5DC1	40.0554542733333	23.9759067833333	-0.740413325112564	0.00145199725331851
NT5DC2	127.837428133333	24.7580089433333	-2.36834308738616	5.88868984902147e-05
NT5DC3	7.230566551	5.072808202	-0.51132407937883	0.0347122611804215
NT5M	8.49983103566667	8.59664853633333	0.0163401618054632	0.884137053158684
NTAN1	68.4870198666667	78.4743634766667	0.196390837382562	0.0236052478570051
NTHL1	94.64270994	53.4126654333333	-0.825309503167794	0.0054430902479517
NTMT1	40.9749105766667	32.5609266133333	-0.331599044642064	0.0111436796882452
NTNG2	1.129794643	0.238529451333333	-2.2438212526484	0.000488993074832305
NTPCR	48.9376224066667	54.99789147	0.168432298116891	0.0417347805514297
NUAK1	0.342965842666667	34.5961209133333	6.65640157485342	0.00064428900316289
NUAK2	13.1314923466667	3.98021818666667	-1.72211145926009	0.00430493127863473
NUB1	2.83093300266667	27.30355861	3.26973948539594	0.00333962866965031
NUBP1	35.7615578133333	52.7183224366667	0.559894879410741	0.00279530113388015
NUBP2	139.642032033333	101.501714766667	-0.460229155407277	0.000990495000278688
NUBPL	7.97706871533333	4.559104408	-0.807108256777207	0.000896465606278292
NUCB1	146.0624556	162.030395966667	0.149679089299147	0.010238531211635
NUCB2	23.8512032133333	42.88475289	0.846402760434005	0.000569301623283994
NUCKS1	283.7691568	155.2105834	-0.870490855270265	0.00240219713555669
NUDC	164.377379166667	191.006714433333	0.216611578169653	0.0109679052243656
NUDCD1	48.1051813733333	14.0892110866667	-1.77160146254177	0.00112576245104105
NUDCD2	64.08538788	94.7604581766667	0.56428972897269	0.0119516838526625
NUDCD3	104.480468366667	54.4431840066667	-0.940409921633985	7.85675450807828e-07
NUDT1	78.54556132	58.2688260933333	-0.430805503957621	0.0238926583978645
NUDT13	3.27737497633333	3.73363588966667	0.188040494137288	0.359562479554464
NUDT14	39.97628322	14.4926848833333	-1.46381945407954	0.000357414990369279
NUDT15	22.17446065	20.33044781	-0.125257021089313	0.138245506610018
NUDT16	21.55802477	17.43529693	-0.306214064829247	0.0028045899996821
NUDT16L1	81.7005019733333	50.1699492066667	-0.703521464930969	0.000682905410385888
NUDT17	8.15528369133333	3.954075797	-1.04439453685354	0.0238176982634455
NUDT18	11.6476767566667	9.05538118166667	-0.36319494682209	0.0733435183395692
NUDT19	32.5456776333333	21.2628495433333	-0.614131000108532	0.00127774678169097
NUDT2	43.04837683	49.4279619366667	0.19936858026038	0.0546634441175037
NUDT21	83.3696474633333	115.369931733333	0.468673131041289	0.000944148246473414
NUDT22	94.3759030966667	66.3098362133333	-0.509195653239673	0.0010270052817489
NUDT3	18.2902572566667	10.2194520726667	-0.839757520422581	0.0378125735101415
NUDT4	0.785120677	0.890629903333333	0.181911631245887	0.417083587402457
NUDT5	70.4630829333333	118.219236333333	0.746525303496949	0.000991576701723485
NUDT6	6.885441431	2.76852591633333	-1.31443112254092	0.0338879091843201
NUDT8	318.370319133333	142.182261333333	-1.16296435783663	0.0036630697461364
NUDT9	12.1228006533333	25.32610589	1.06290223318596	0.00158642753333845
NUF2	81.3505040066667	123.2550776	0.599423891654475	0.00659221620084342
NUFIP1	7.82350377466667	8.21244585766667	0.0699970875423172	0.489970237130216
NUFIP2	39.03761145	71.38123246	0.87068002794751	0.00010787269119617
NUGGC	24.3162386533333	47.7808624933333	0.974512812754577	0.000408988138953311
NUMA1	64.9350939233333	59.6731690766667	-0.121915991550455	0.0888501657969408
NUMB	100.925082023333	9.68788569566667	-3.38095910586851	0.000452569282745401
NUMBL	18.35752729	2.95075015466667	-2.6372180691965	5.65011789600137e-05
NUP107	100.785173443333	79.12573196	-0.349064573365943	0.00760154526095964
NUP133	63.3166515033333	67.9687914266667	0.102287509385757	0.204534310709238
NUP153	121.113579766667	98.1516032466667	-0.303276896628232	0.00100067535648445
NUP155	43.52481432	46.9954740033333	0.110683678491733	0.0641096007293202
NUP160	69.3773092033333	60.5542935566667	-0.196234630075728	0.0581924067409238
NUP188	70.0169354566667	62.6777697166667	-0.159750073564197	0.0029268504651257
NUP205	159.649957966667	108.2050896	-0.561143812832338	0.00636112457679302
NUP210	267.822130466667	221.7421849	-0.272391918266106	0.00307096848339468
NUP214	49.72826773	24.2481221333333	-1.03619315230351	0.000866245568262514
NUP35	28.66595239	21.20690821	-0.434803908231828	0.0164539735502517
NUP37	90.1718463833333	66.85717915	-0.431594577141047	0.00286388844727277
NUP43	60.0765616866667	29.9345963233333	-1.00498843140173	3.63753162764006e-05
NUP50	78.8141270733333	102.745137833333	0.382543968958718	8.21415378656943e-06
NUP50-AS1	4.313989572	10.2149164726667	1.24358281294976	0.0104906997314924
NUP54	28.3619910266667	60.60045221	1.09536974527108	0.000347806127938828
NUP62	123.269776966667	135.6780068	0.138367754963364	0.0532670853028308
NUP85	56.88811254	74.4297566233333	0.387752303087688	0.00810701878511945
NUP88	43.9714773766667	61.6071733566667	0.486530338048691	0.000764208934655245
NUP93	40.6442067933333	46.72775692	0.201230051982683	0.0020166886254361
NUP98	75.7733602566667	44.9054258966667	-0.754800951770851	9.22682221434926e-05
NUPL1	28.3781351033333	45.71038592	0.687742214854041	0.000112914225745882
NUPL2	74.8432509366667	57.2307038166667	-0.387082876618169	0.000339599282268125
NUS1	58.2386064966667	63.06139381	0.114781221551945	0.212079385146965
NUSAP1	300.267164666667	304.786354066667	0.0215515923097765	0.622902883766549
NUTF2	224.232335233333	362.819251266667	0.69425667184585	0.00161644342623305
NUTM2A-AS1	1.23063694233333	28.5115235766667	4.534068023461	0.00257331233508864
NUTM2G	1.54536558133333	0.301859321666667	-2.35599991288151	0.0187759131056229
NVL	35.8158475366667	43.1477403766667	0.268686926235107	0.0315136591262572
NXF1	52.4787507066667	37.1526740533333	-0.498267323927842	0.000522645456288114
NXPE3	24.5199950833333	84.1975240833333	1.77981912020744	1.05549930163815e-05
NXPH4	75.6808730866667	0.332665772	-7.82971148720746	0.000877993745165078
NXT1	68.4467860866667	73.1861024933333	0.0965869158154957	0.0722225193859609
NXT2	93.74801543	26.9904137233333	-1.79634105876009	0.000185908183304823
OAF	9.03772612466667	47.7308648633333	2.4008907336794	5.97100280514225e-06
OARD1	59.58938833	71.39208776	0.260708753526607	0.0247965056320623
OAS1	2.600698794	21.9710806466667	3.07863460542473	0.000105710607193892
OAS2	54.2012224033333	15.0577382866667	-1.84782029957659	0.0012992496177765
OAS3	0.172075631333333	3.61820723133333	4.39416033187042	0.000260797820994791
OAT	66.1871000966667	134.875463666667	1.02700595186965	0.00203233848162003
OAZ1	1444.453572	2934.927319	1.02280094348073	0.000399072889842629
OAZ2	86.06059075	87.2264028	0.0194121509575515	0.729192925025106
OAZ3	2.93319547066667	6.53491288	1.1556947861664	0.0186413534248179
OBFC1	7.105838413	8.16886628766667	0.201130986389691	0.0473619745987476
OBSCN	7.16326304333333	0.0544524103333333	-7.03947719905159	0.00287832605238996
OCEL1	31.8897949666667	7.89546774433333	-2.01399817984906	9.62401876735709e-06
