"","...1","Tf","In_Degree","Out_Degree","Total_Connections","file"
"1780",1890,"ZBTB7A",118,123,241,"MM24.H3K27ac_DEGREE_TABLE.txt"
"1781",1891,"ZBTB7B",123,125,248,"MM24.H3K27ac_DEGREE_TABLE.txt"
"1782",1892,"ZEB1",115,124,239,"MM24.H3K27ac_DEGREE_TABLE.txt"
"1783",1893,"ZFP62",125,125,250,"MM24.H3K27ac_DEGREE_TABLE.txt"
"1784",1894,"ZFP91",121,124,245,"MM24.H3K27ac_DEGREE_TABLE.txt"
"1785",1895,"ZNF114",119,116,235,"MM24.H3K27ac_DEGREE_TABLE.txt"
"1786",1896,"ZNF215",120,121,241,"MM24.H3K27ac_DEGREE_TABLE.txt"
"1787",1897,"ZNF217",122,109,231,"MM24.H3K27ac_DEGREE_TABLE.txt"
"1788",1898,"ZNF283",116,125,241,"MM24.H3K27ac_DEGREE_TABLE.txt"
"1789",1899,"ZNF296",123,123,246,"MM24.H3K27ac_DEGREE_TABLE.txt"
"1790",1900,"ZNF524",125,125,250,"MM24.H3K27ac_DEGREE_TABLE.txt"
"1791",1901,"ZNF526",117,125,242,"MM24.H3K27ac_DEGREE_TABLE.txt"
"1792",1902,"ZNF574",123,125,248,"MM24.H3K27ac_DEGREE_TABLE.txt"
"1793",1903,"ZNF580",125,125,250,"MM24.H3K27ac_DEGREE_TABLE.txt"
"1794",1904,"ZNF581",125,125,250,"MM24.H3K27ac_DEGREE_TABLE.txt"
"1795",1905,"ZNF592",118,86,204,"MM24.H3K27ac_DEGREE_TABLE.txt"
"1796",1906,"ZNF70",115,125,240,"MM24.H3K27ac_DEGREE_TABLE.txt"
"1797",1907,"ZNF710",123,123,246,"MM24.H3K27ac_DEGREE_TABLE.txt"
"1798",1908,"ZNF76",124,123,247,"MM24.H3K27ac_DEGREE_TABLE.txt"
"1799",1909,"ZNF775",123,124,247,"MM24.H3K27ac_DEGREE_TABLE.txt"
"1800",1910,"ZNF784",125,125,250,"MM24.H3K27ac_DEGREE_TABLE.txt"
"1801",1911,"ZNF860",123,125,248,"MM24.H3K27ac_DEGREE_TABLE.txt"
"1802",1912,"ARID5A",106,106,212,"JJN3_H3K27ac_DEGREE_TABLE.txt"
"1803",1913,"ATF5",86,111,197,"JJN3_H3K27ac_DEGREE_TABLE.txt"
"1804",1914,"BCL6B",105,113,218,"JJN3_H3K27ac_DEGREE_TABLE.txt"
"1805",1915,"BHLHE22",111,100,211,"JJN3_H3K27ac_DEGREE_TABLE.txt"
"1806",1916,"BHLHE40",110,96,206,"JJN3_H3K27ac_DEGREE_TABLE.txt"
"1807",1917,"BHLHE41",110,71,181,"JJN3_H3K27ac_DEGREE_TABLE.txt"
"1808",1918,"CAMTA1",101,45,146,"JJN3_H3K27ac_DEGREE_TABLE.txt"
"1809",1919,"CAMTA2",108,29,137,"JJN3_H3K27ac_DEGREE_TABLE.txt"
"1810",1920,"CEBPB",89,93,182,"JJN3_H3K27ac_DEGREE_TABLE.txt"
"1811",1921,"CREB3L1",99,87,186,"JJN3_H3K27ac_DEGREE_TABLE.txt"
"1812",1922,"CREB3L4",109,88,197,"JJN3_H3K27ac_DEGREE_TABLE.txt"
"1813",1923,"CTCF",95,113,208,"JJN3_H3K27ac_DEGREE_TABLE.txt"
"1814",1924,"DBP",101,103,204,"JJN3_H3K27ac_DEGREE_TABLE.txt"
"1815",1925,"DDIT3",102,104,206,"JJN3_H3K27ac_DEGREE_TABLE.txt"
"1816",1926,"E2F2",107,107,214,"JJN3_H3K27ac_DEGREE_TABLE.txt"
"1817",1927,"E2F4",109,103,212,"JJN3_H3K27ac_DEGREE_TABLE.txt"
"1818",1928,"ETV6",101,109,210,"JJN3_H3K27ac_DEGREE_TABLE.txt"
"1819",1929,"FERD3L",111,103,214,"JJN3_H3K27ac_DEGREE_TABLE.txt"
"1820",1930,"FIZ1",111,113,224,"JJN3_H3K27ac_DEGREE_TABLE.txt"
"1821",1931,"FLI1",109,113,222,"JJN3_H3K27ac_DEGREE_TABLE.txt"
"1822",1932,"FOSL1",112,91,203,"JJN3_H3K27ac_DEGREE_TABLE.txt"
"1823",1933,"FOXH1",111,102,213,"JJN3_H3K27ac_DEGREE_TABLE.txt"
"1824",1934,"FOXO3",105,113,218,"JJN3_H3K27ac_DEGREE_TABLE.txt"
"1825",1935,"FOXP2",104,105,209,"JJN3_H3K27ac_DEGREE_TABLE.txt"
"1826",1936,"GFI1",106,110,216,"JJN3_H3K27ac_DEGREE_TABLE.txt"
"1827",1937,"GLI1",106,110,216,"JJN3_H3K27ac_DEGREE_TABLE.txt"
"1828",1938,"GMEB2",80,75,155,"JJN3_H3K27ac_DEGREE_TABLE.txt"
"1829",1939,"GZF1",110,71,181,"JJN3_H3K27ac_DEGREE_TABLE.txt"
"1830",1940,"HINFP",108,110,218,"JJN3_H3K27ac_DEGREE_TABLE.txt"
"1831",1941,"HSF4",109,85,194,"JJN3_H3K27ac_DEGREE_TABLE.txt"
"1832",1942,"IRF2",105,95,200,"JJN3_H3K27ac_DEGREE_TABLE.txt"
"1833",1943,"IRF3",105,111,216,"JJN3_H3K27ac_DEGREE_TABLE.txt"
"1834",1944,"IRF4",108,108,216,"JJN3_H3K27ac_DEGREE_TABLE.txt"
"1835",1945,"IRF5",100,106,206,"JJN3_H3K27ac_DEGREE_TABLE.txt"
"1836",1946,"IRX2",110,99,209,"JJN3_H3K27ac_DEGREE_TABLE.txt"
"1837",1947,"JUNB",109,107,216,"JJN3_H3K27ac_DEGREE_TABLE.txt"
"1838",1948,"JUND",84,113,197,"JJN3_H3K27ac_DEGREE_TABLE.txt"
"1839",1949,"KLF10",101,113,214,"JJN3_H3K27ac_DEGREE_TABLE.txt"
"1840",1950,"KLF13",112,88,200,"JJN3_H3K27ac_DEGREE_TABLE.txt"
"1841",1951,"KLF16",103,113,216,"JJN3_H3K27ac_DEGREE_TABLE.txt"
"1842",1952,"KLF2",111,111,222,"JJN3_H3K27ac_DEGREE_TABLE.txt"
"1843",1953,"KLF6",98,108,206,"JJN3_H3K27ac_DEGREE_TABLE.txt"
"1844",1954,"KLF9",108,111,219,"JJN3_H3K27ac_DEGREE_TABLE.txt"
"1845",1955,"MAF",101,112,213,"JJN3_H3K27ac_DEGREE_TABLE.txt"
"1846",1956,"MAZ",112,113,225,"JJN3_H3K27ac_DEGREE_TABLE.txt"
"1847",1957,"MEF2D",109,108,217,"JJN3_H3K27ac_DEGREE_TABLE.txt"
"1848",1958,"MNX1",107,91,198,"JJN3_H3K27ac_DEGREE_TABLE.txt"
"1849",1959,"MXI1",107,106,213,"JJN3_H3K27ac_DEGREE_TABLE.txt"
"1850",1960,"MYC",113,98,211,"JJN3_H3K27ac_DEGREE_TABLE.txt"
"1851",1961,"MZF1",95,111,206,"JJN3_H3K27ac_DEGREE_TABLE.txt"
"1852",1962,"NFAT5",100,105,205,"JJN3_H3K27ac_DEGREE_TABLE.txt"
"1853",1963,"NFE2L1",106,102,208,"JJN3_H3K27ac_DEGREE_TABLE.txt"
"1854",1964,"NFE2L2",98,100,198,"JJN3_H3K27ac_DEGREE_TABLE.txt"
"1855",1965,"NFE2L3",112,108,220,"JJN3_H3K27ac_DEGREE_TABLE.txt"
"1856",1966,"NFIC",97,108,205,"JJN3_H3K27ac_DEGREE_TABLE.txt"
"1857",1967,"NFKB2",104,107,211,"JJN3_H3K27ac_DEGREE_TABLE.txt"
"1858",1968,"NR3C1",109,110,219,"JJN3_H3K27ac_DEGREE_TABLE.txt"
"1859",1969,"POU2F1",93,113,206,"JJN3_H3K27ac_DEGREE_TABLE.txt"
"1860",1970,"PRDM1",111,111,222,"JJN3_H3K27ac_DEGREE_TABLE.txt"
"1861",1971,"PRDM10",88,87,175,"JJN3_H3K27ac_DEGREE_TABLE.txt"
"1862",1972,"RAD21",103,113,216,"JJN3_H3K27ac_DEGREE_TABLE.txt"
"1863",1973,"RARA",110,113,223,"JJN3_H3K27ac_DEGREE_TABLE.txt"
"1864",1974,"RORA",112,113,225,"JJN3_H3K27ac_DEGREE_TABLE.txt"
"1865",1975,"RUNX2",106,113,219,"JJN3_H3K27ac_DEGREE_TABLE.txt"
"1866",1976,"RUNX3",109,112,221,"JJN3_H3K27ac_DEGREE_TABLE.txt"
"1867",1977,"RXRB",97,111,208,"JJN3_H3K27ac_DEGREE_TABLE.txt"
"1868",1978,"SMAD2",85,102,187,"JJN3_H3K27ac_DEGREE_TABLE.txt"
"1869",1979,"SMAD7",113,92,205,"JJN3_H3K27ac_DEGREE_TABLE.txt"
"1870",1980,"SP3",86,113,199,"JJN3_H3K27ac_DEGREE_TABLE.txt"
"1871",1981,"SREBF1",101,105,206,"JJN3_H3K27ac_DEGREE_TABLE.txt"
"1872",1982,"SREBF2",108,103,211,"JJN3_H3K27ac_DEGREE_TABLE.txt"
"1873",1983,"STAT1",108,113,221,"JJN3_H3K27ac_DEGREE_TABLE.txt"
"1874",1984,"TBX6",101,105,206,"JJN3_H3K27ac_DEGREE_TABLE.txt"
"1875",1985,"TCF4",107,106,213,"JJN3_H3K27ac_DEGREE_TABLE.txt"
"1876",1986,"TFAP2A",105,113,218,"JJN3_H3K27ac_DEGREE_TABLE.txt"
"1877",1987,"TGIF1",104,103,207,"JJN3_H3K27ac_DEGREE_TABLE.txt"
"1878",1988,"THAP1",106,113,219,"JJN3_H3K27ac_DEGREE_TABLE.txt"
"1879",1989,"THAP11",102,94,196,"JJN3_H3K27ac_DEGREE_TABLE.txt"
"1880",1990,"TWIST1",111,105,216,"JJN3_H3K27ac_DEGREE_TABLE.txt"
"1881",1991,"USF2",76,112,188,"JJN3_H3K27ac_DEGREE_TABLE.txt"
"1882",1992,"ZBTB1",100,79,179,"JJN3_H3K27ac_DEGREE_TABLE.txt"
"1883",1993,"ZBTB3",97,111,208,"JJN3_H3K27ac_DEGREE_TABLE.txt"
"1884",1994,"ZBTB32",105,85,190,"JJN3_H3K27ac_DEGREE_TABLE.txt"
"1885",1995,"ZBTB38",110,99,209,"JJN3_H3K27ac_DEGREE_TABLE.txt"
"1886",1996,"ZBTB7A",100,112,212,"JJN3_H3K27ac_DEGREE_TABLE.txt"
"1887",1997,"ZBTB7B",111,105,216,"JJN3_H3K27ac_DEGREE_TABLE.txt"
"1888",1998,"ZFP62",111,112,223,"JJN3_H3K27ac_DEGREE_TABLE.txt"
"1889",1999,"ZFP91",107,109,216,"JJN3_H3K27ac_DEGREE_TABLE.txt"
"1890",2000,"ZNF114",105,85,190,"JJN3_H3K27ac_DEGREE_TABLE.txt"
"1891",2001,"ZNF131",87,103,190,"JJN3_H3K27ac_DEGREE_TABLE.txt"
"1892",2002,"ZNF217",110,81,191,"JJN3_H3K27ac_DEGREE_TABLE.txt"
"1893",2003,"ZNF22",109,102,211,"JJN3_H3K27ac_DEGREE_TABLE.txt"
"1894",2004,"ZNF251",98,108,206,"JJN3_H3K27ac_DEGREE_TABLE.txt"
"1895",2005,"ZNF267",99,113,212,"JJN3_H3K27ac_DEGREE_TABLE.txt"
"1896",2006,"ZNF276",83,113,196,"JJN3_H3K27ac_DEGREE_TABLE.txt"
"1897",2007,"ZNF335",86,109,195,"JJN3_H3K27ac_DEGREE_TABLE.txt"
"1898",2008,"ZNF34",98,93,191,"JJN3_H3K27ac_DEGREE_TABLE.txt"
"1899",2009,"ZNF497",97,111,208,"JJN3_H3K27ac_DEGREE_TABLE.txt"
"1900",2010,"ZNF517",98,113,211,"JJN3_H3K27ac_DEGREE_TABLE.txt"
"1901",2011,"ZNF524",111,110,221,"JJN3_H3K27ac_DEGREE_TABLE.txt"
"1902",2012,"ZNF579",92,113,205,"JJN3_H3K27ac_DEGREE_TABLE.txt"
"1903",2013,"ZNF580",111,111,222,"JJN3_H3K27ac_DEGREE_TABLE.txt"
"1904",2014,"ZNF581",111,108,219,"JJN3_H3K27ac_DEGREE_TABLE.txt"
"1905",2015,"ZNF584",97,95,192,"JJN3_H3K27ac_DEGREE_TABLE.txt"
"1906",2016,"ZNF623",76,112,188,"JJN3_H3K27ac_DEGREE_TABLE.txt"
"1907",2017,"ZNF688",100,85,185,"JJN3_H3K27ac_DEGREE_TABLE.txt"
"1908",2018,"ZNF689",97,104,201,"JJN3_H3K27ac_DEGREE_TABLE.txt"
"1909",2019,"ZNF764",100,85,185,"JJN3_H3K27ac_DEGREE_TABLE.txt"
"1910",2020,"ZNF768",100,113,213,"JJN3_H3K27ac_DEGREE_TABLE.txt"
"1911",2021,"ZNF775",106,107,213,"JJN3_H3K27ac_DEGREE_TABLE.txt"
"1912",2022,"ZNF784",111,109,220,"JJN3_H3K27ac_DEGREE_TABLE.txt"
"1913",2023,"ZNF785",82,85,167,"JJN3_H3K27ac_DEGREE_TABLE.txt"
"1914",2024,"ZNF837",97,113,210,"JJN3_H3K27ac_DEGREE_TABLE.txt"
"1915",2025,"ARF1",77,15,92,"MM11.H3K27ac_DEGREE_TABLE.txt"
"1916",2026,"ARF4",75,34,109,"MM11.H3K27ac_DEGREE_TABLE.txt"
"1917",2027,"ATF3",83,97,180,"MM11.H3K27ac_DEGREE_TABLE.txt"
"1918",2028,"ATF4",72,86,158,"MM11.H3K27ac_DEGREE_TABLE.txt"
"1919",2029,"ATF5",78,82,160,"MM11.H3K27ac_DEGREE_TABLE.txt"
"1920",2030,"BACH1",79,57,136,"MM11.H3K27ac_DEGREE_TABLE.txt"
"1921",2031,"BCLAF1",72,95,167,"MM11.H3K27ac_DEGREE_TABLE.txt"
"1922",2032,"BHLHA15",67,58,125,"MM11.H3K27ac_DEGREE_TABLE.txt"
"1923",2033,"BHLHE40",77,45,122,"MM11.H3K27ac_DEGREE_TABLE.txt"
"1924",2034,"BHLHE41",86,33,119,"MM11.H3K27ac_DEGREE_TABLE.txt"
"1925",2035,"BRCA1",74,18,92,"MM11.H3K27ac_DEGREE_TABLE.txt"
"1926",2036,"CAMTA2",71,21,92,"MM11.H3K27ac_DEGREE_TABLE.txt"
"1927",2037,"CEBPB",76,71,147,"MM11.H3K27ac_DEGREE_TABLE.txt"
"1928",2038,"CEBPG",67,79,146,"MM11.H3K27ac_DEGREE_TABLE.txt"
"1929",2039,"CHD2",88,83,171,"MM11.H3K27ac_DEGREE_TABLE.txt"
"1930",2040,"CNOT3",55,79,134,"MM11.H3K27ac_DEGREE_TABLE.txt"
"1931",2041,"CREB1",68,80,148,"MM11.H3K27ac_DEGREE_TABLE.txt"
"1932",2042,"CREB3L2",79,65,144,"MM11.H3K27ac_DEGREE_TABLE.txt"
"1933",2043,"CREM",67,66,133,"MM11.H3K27ac_DEGREE_TABLE.txt"
"1934",2044,"DDIT3",79,66,145,"MM11.H3K27ac_DEGREE_TABLE.txt"
"1935",2045,"ELF1",74,95,169,"MM11.H3K27ac_DEGREE_TABLE.txt"
"1936",2046,"ELF2",58,71,129,"MM11.H3K27ac_DEGREE_TABLE.txt"
"1937",2047,"ELK4",70,72,142,"MM11.H3K27ac_DEGREE_TABLE.txt"
"1938",2048,"FOS",68,81,149,"MM11.H3K27ac_DEGREE_TABLE.txt"
"1939",2049,"FOSB",87,35,122,"MM11.H3K27ac_DEGREE_TABLE.txt"
"1940",2050,"FOSL2",79,65,144,"MM11.H3K27ac_DEGREE_TABLE.txt"
"1941",2051,"FOXN2",73,84,157,"MM11.H3K27ac_DEGREE_TABLE.txt"
"1942",2052,"FOXP2",72,77,149,"MM11.H3K27ac_DEGREE_TABLE.txt"
"1943",2053,"GLI1",71,76,147,"MM11.H3K27ac_DEGREE_TABLE.txt"
"1944",2054,"HAP1",73,6,79,"MM11.H3K27ac_DEGREE_TABLE.txt"
"1945",2055,"HBP1",76,83,159,"MM11.H3K27ac_DEGREE_TABLE.txt"
"1946",2056,"HIVEP2",83,72,155,"MM11.H3K27ac_DEGREE_TABLE.txt"
"1947",2057,"IRF2",71,75,146,"MM11.H3K27ac_DEGREE_TABLE.txt"
"1948",2058,"IRF4",84,86,170,"MM11.H3K27ac_DEGREE_TABLE.txt"
"1949",2059,"IRF9",61,83,144,"MM11.H3K27ac_DEGREE_TABLE.txt"
"1950",2060,"JUN",73,86,159,"MM11.H3K27ac_DEGREE_TABLE.txt"
"1951",2061,"JUNB",85,80,165,"MM11.H3K27ac_DEGREE_TABLE.txt"
"1952",2062,"JUND",70,94,164,"MM11.H3K27ac_DEGREE_TABLE.txt"
"1953",2063,"KLF13",73,47,120,"MM11.H3K27ac_DEGREE_TABLE.txt"
"1954",2064,"KLF2",82,88,170,"MM11.H3K27ac_DEGREE_TABLE.txt"
"1955",2065,"KLF6",86,68,154,"MM11.H3K27ac_DEGREE_TABLE.txt"
"1956",2066,"KLF7",70,97,167,"MM11.H3K27ac_DEGREE_TABLE.txt"
"1957",2067,"KLF9",89,84,173,"MM11.H3K27ac_DEGREE_TABLE.txt"
"1958",2068,"LHX6",66,67,133,"MM11.H3K27ac_DEGREE_TABLE.txt"
"1959",2069,"MAFG",54,80,134,"MM11.H3K27ac_DEGREE_TABLE.txt"
"1960",2070,"MEF2A",62,95,157,"MM11.H3K27ac_DEGREE_TABLE.txt"
"1961",2071,"MEF2C",77,91,168,"MM11.H3K27ac_DEGREE_TABLE.txt"
"1962",2072,"MNT",79,29,108,"MM11.H3K27ac_DEGREE_TABLE.txt"
"1963",2073,"MXI1",82,76,158,"MM11.H3K27ac_DEGREE_TABLE.txt"
"1964",2074,"MZF1",72,95,167,"MM11.H3K27ac_DEGREE_TABLE.txt"
"1965",2075,"NFE2L2",82,68,150,"MM11.H3K27ac_DEGREE_TABLE.txt"
"1966",2076,"NFE2L3",79,82,161,"MM11.H3K27ac_DEGREE_TABLE.txt"
"1967",2077,"NFIL3",81,81,162,"MM11.H3K27ac_DEGREE_TABLE.txt"
"1968",2078,"NFKB2",69,80,149,"MM11.H3K27ac_DEGREE_TABLE.txt"
"1969",2079,"NFYA",75,60,135,"MM11.H3K27ac_DEGREE_TABLE.txt"
"1970",2080,"NR1D1",86,81,167,"MM11.H3K27ac_DEGREE_TABLE.txt"
"1971",2081,"NR1D2",75,49,124,"MM11.H3K27ac_DEGREE_TABLE.txt"
"1972",2082,"NR3C1",89,79,168,"MM11.H3K27ac_DEGREE_TABLE.txt"
"1973",2083,"NR4A2",79,89,168,"MM11.H3K27ac_DEGREE_TABLE.txt"
"1974",2084,"NR4A3",78,62,140,"MM11.H3K27ac_DEGREE_TABLE.txt"
"1975",2085,"NRL",67,54,121,"MM11.H3K27ac_DEGREE_TABLE.txt"
"1976",2086,"PAX4",72,97,169,"MM11.H3K27ac_DEGREE_TABLE.txt"
"1977",2087,"PLAGL2",74,97,171,"MM11.H3K27ac_DEGREE_TABLE.txt"
"1978",2088,"POU2F1",73,97,170,"MM11.H3K27ac_DEGREE_TABLE.txt"
"1979",2089,"PRDM1",85,93,178,"MM11.H3K27ac_DEGREE_TABLE.txt"
"1980",2090,"PRDM10",62,42,104,"MM11.H3K27ac_DEGREE_TABLE.txt"
"1981",2091,"PRDM5",65,96,161,"MM11.H3K27ac_DEGREE_TABLE.txt"
"1982",2092,"RARA",69,96,165,"MM11.H3K27ac_DEGREE_TABLE.txt"
"1983",2093,"RBPJ",74,75,149,"MM11.H3K27ac_DEGREE_TABLE.txt"
"1984",2094,"RFX1",64,95,159,"MM11.H3K27ac_DEGREE_TABLE.txt"
"1985",2095,"RFX3",74,84,158,"MM11.H3K27ac_DEGREE_TABLE.txt"
"1986",2096,"RUNX1",65,63,128,"MM11.H3K27ac_DEGREE_TABLE.txt"
"1987",2097,"RXRA",52,94,146,"MM11.H3K27ac_DEGREE_TABLE.txt"
"1988",2098,"TBX6",72,62,134,"MM11.H3K27ac_DEGREE_TABLE.txt"
"1989",2099,"THRA",86,84,170,"MM11.H3K27ac_DEGREE_TABLE.txt"
"1990",2100,"TP53",73,78,151,"MM11.H3K27ac_DEGREE_TABLE.txt"
"1991",2101,"USF1",77,65,142,"MM11.H3K27ac_DEGREE_TABLE.txt"
"1992",2102,"VSX1",70,77,147,"MM11.H3K27ac_DEGREE_TABLE.txt"
"1993",2103,"XBP1",85,56,141,"MM11.H3K27ac_DEGREE_TABLE.txt"
"1994",2104,"YY1",58,97,155,"MM11.H3K27ac_DEGREE_TABLE.txt"
"1995",2105,"ZBTB38",73,62,135,"MM11.H3K27ac_DEGREE_TABLE.txt"
"1996",2106,"ZBTB7A",71,77,148,"MM11.H3K27ac_DEGREE_TABLE.txt"
"1997",2107,"ZBTB7B",93,82,175,"MM11.H3K27ac_DEGREE_TABLE.txt"
"1998",2108,"ZFP91",81,71,152,"MM11.H3K27ac_DEGREE_TABLE.txt"
"1999",2109,"ZFX",60,96,156,"MM11.H3K27ac_DEGREE_TABLE.txt"
"2000",2110,"ZNF165",78,69,147,"MM11.H3K27ac_DEGREE_TABLE.txt"
"2001",2111,"ZNF189",60,93,153,"MM11.H3K27ac_DEGREE_TABLE.txt"
"2002",2112,"ZNF460",66,95,161,"MM11.H3K27ac_DEGREE_TABLE.txt"
"2003",2113,"ZNF483",66,83,149,"MM11.H3K27ac_DEGREE_TABLE.txt"
"2004",2114,"ZNF543",66,95,161,"MM11.H3K27ac_DEGREE_TABLE.txt"
"2005",2115,"ZNF672",77,91,168,"MM11.H3K27ac_DEGREE_TABLE.txt"
"2006",2116,"ZNF687",69,38,107,"MM11.H3K27ac_DEGREE_TABLE.txt"
"2007",2117,"ZNF692",77,80,157,"MM11.H3K27ac_DEGREE_TABLE.txt"
"2008",2118,"ZNF775",67,87,154,"MM11.H3K27ac_DEGREE_TABLE.txt"
"2009",2119,"ZNF79",67,84,151,"MM11.H3K27ac_DEGREE_TABLE.txt"
"2010",2120,"ZNF805",66,85,151,"MM11.H3K27ac_DEGREE_TABLE.txt"
"2011",2121,"ZSCAN16",78,46,124,"MM11.H3K27ac_DEGREE_TABLE.txt"
"2012",2122,"AIRE",90,92,182,"RPMI8226_H3K27ac_DEGREE_TABLE.txt"
"2013",2123,"ARF1",86,43,129,"RPMI8226_H3K27ac_DEGREE_TABLE.txt"
"2014",2124,"ARID3A",94,87,181,"RPMI8226_H3K27ac_DEGREE_TABLE.txt"
"2015",2125,"ARID5A",93,90,183,"RPMI8226_H3K27ac_DEGREE_TABLE.txt"
"2016",2126,"ATF4",93,92,185,"RPMI8226_H3K27ac_DEGREE_TABLE.txt"
"2017",2127,"BCL6B",90,96,186,"RPMI8226_H3K27ac_DEGREE_TABLE.txt"
"2018",2128,"BHLHE40",92,82,174,"RPMI8226_H3K27ac_DEGREE_TABLE.txt"
"2019",2129,"CAMTA2",94,24,118,"RPMI8226_H3K27ac_DEGREE_TABLE.txt"
"2020",2130,"CREB3L4",93,75,168,"RPMI8226_H3K27ac_DEGREE_TABLE.txt"
"2021",2131,"CTCF",88,96,184,"RPMI8226_H3K27ac_DEGREE_TABLE.txt"
"2022",2132,"CUX1",87,84,171,"RPMI8226_H3K27ac_DEGREE_TABLE.txt"
"2023",2133,"DUX4",64,84,148,"RPMI8226_H3K27ac_DEGREE_TABLE.txt"
"2024",2134,"E2F2",93,94,187,"RPMI8226_H3K27ac_DEGREE_TABLE.txt"
"2025",2135,"E2F3",87,96,183,"RPMI8226_H3K27ac_DEGREE_TABLE.txt"
"2026",2136,"E2F4",95,89,184,"RPMI8226_H3K27ac_DEGREE_TABLE.txt"
"2027",2137,"ESRRA",70,96,166,"RPMI8226_H3K27ac_DEGREE_TABLE.txt"
"2028",2138,"ETV6",94,94,188,"RPMI8226_H3K27ac_DEGREE_TABLE.txt"
"2029",2139,"FIZ1",92,96,188,"RPMI8226_H3K27ac_DEGREE_TABLE.txt"
"2030",2140,"FOSL1",89,88,177,"RPMI8226_H3K27ac_DEGREE_TABLE.txt"
"2031",2141,"FOXH1",80,83,163,"RPMI8226_H3K27ac_DEGREE_TABLE.txt"
"2032",2142,"FOXO3",89,95,184,"RPMI8226_H3K27ac_DEGREE_TABLE.txt"
"2033",2143,"FOXR1",88,94,182,"RPMI8226_H3K27ac_DEGREE_TABLE.txt"
"2034",2144,"GLI1",90,94,184,"RPMI8226_H3K27ac_DEGREE_TABLE.txt"
"2035",2145,"HES1",89,95,184,"RPMI8226_H3K27ac_DEGREE_TABLE.txt"
"2036",2146,"HNF1B",87,86,173,"RPMI8226_H3K27ac_DEGREE_TABLE.txt"
"2037",2147,"HSF4",95,77,172,"RPMI8226_H3K27ac_DEGREE_TABLE.txt"
"2038",2148,"IRF1",94,95,189,"RPMI8226_H3K27ac_DEGREE_TABLE.txt"
"2039",2149,"IRF2",94,86,180,"RPMI8226_H3K27ac_DEGREE_TABLE.txt"
"2040",2150,"IRF4",92,96,188,"RPMI8226_H3K27ac_DEGREE_TABLE.txt"
"2041",2151,"IRF5",91,96,187,"RPMI8226_H3K27ac_DEGREE_TABLE.txt"
"2042",2152,"JUNB",93,89,182,"RPMI8226_H3K27ac_DEGREE_TABLE.txt"
"2043",2153,"KLF13",95,77,172,"RPMI8226_H3K27ac_DEGREE_TABLE.txt"
"2044",2154,"KLF16",88,95,183,"RPMI8226_H3K27ac_DEGREE_TABLE.txt"
"2045",2155,"KLF3",92,94,186,"RPMI8226_H3K27ac_DEGREE_TABLE.txt"
"2046",2156,"KLF6",84,86,170,"RPMI8226_H3K27ac_DEGREE_TABLE.txt"
"2047",2157,"KLF9",92,96,188,"RPMI8226_H3K27ac_DEGREE_TABLE.txt"
"2048",2158,"LTF",92,79,171,"RPMI8226_H3K27ac_DEGREE_TABLE.txt"
"2049",2159,"MAF",95,96,191,"RPMI8226_H3K27ac_DEGREE_TABLE.txt"
"2050",2160,"MAFG",88,96,184,"RPMI8226_H3K27ac_DEGREE_TABLE.txt"
"2051",2161,"MAZ",94,96,190,"RPMI8226_H3K27ac_DEGREE_TABLE.txt"
"2052",2162,"MEF2D",94,95,189,"RPMI8226_H3K27ac_DEGREE_TABLE.txt"
"2053",2163,"MNX1",93,82,175,"RPMI8226_H3K27ac_DEGREE_TABLE.txt"
"2054",2164,"MYC",90,89,179,"RPMI8226_H3K27ac_DEGREE_TABLE.txt"
"2055",2165,"MZF1",85,96,181,"RPMI8226_H3K27ac_DEGREE_TABLE.txt"
"2056",2166,"NFAT5",87,95,182,"RPMI8226_H3K27ac_DEGREE_TABLE.txt"
"2057",2167,"NFE2L1",92,84,176,"RPMI8226_H3K27ac_DEGREE_TABLE.txt"
"2058",2168,"NFE2L2",82,86,168,"RPMI8226_H3K27ac_DEGREE_TABLE.txt"
"2059",2169,"NFE2L3",94,92,186,"RPMI8226_H3K27ac_DEGREE_TABLE.txt"
"2060",2170,"NFIC",88,94,182,"RPMI8226_H3K27ac_DEGREE_TABLE.txt"
"2061",2171,"NFKB2",88,95,183,"RPMI8226_H3K27ac_DEGREE_TABLE.txt"
"2062",2172,"NOTCH1",90,85,175,"RPMI8226_H3K27ac_DEGREE_TABLE.txt"
"2063",2173,"NR1D1",93,95,188,"RPMI8226_H3K27ac_DEGREE_TABLE.txt"
"2064",2174,"NR3C1",92,93,185,"RPMI8226_H3K27ac_DEGREE_TABLE.txt"
"2065",2175,"NR4A2",90,95,185,"RPMI8226_H3K27ac_DEGREE_TABLE.txt"
"2066",2176,"POU2F1",84,95,179,"RPMI8226_H3K27ac_DEGREE_TABLE.txt"
"2067",2177,"PRDM1",95,95,190,"RPMI8226_H3K27ac_DEGREE_TABLE.txt"
"2068",2178,"RARA",95,96,191,"RPMI8226_H3K27ac_DEGREE_TABLE.txt"
"2069",2179,"RARG",93,96,189,"RPMI8226_H3K27ac_DEGREE_TABLE.txt"
"2070",2180,"RUNX3",87,96,183,"RPMI8226_H3K27ac_DEGREE_TABLE.txt"
"2071",2181,"RXRA",91,96,187,"RPMI8226_H3K27ac_DEGREE_TABLE.txt"
"2072",2182,"RXRB",87,95,182,"RPMI8226_H3K27ac_DEGREE_TABLE.txt"
