GENE	p300H3K27ac_33_DMSO_compare_TSS_SIGNAL	p300H3K27ac_33_DMSO_compare_DISTAL_SIGNAL
MZF1	1051.4665	1239.6918
MZT1	354.6665	0.0
MZT2A	756.8433	583.7623
MZT2B	645.281	634.7233
N4BP1	1096.8	3974.0867000000003
N4BP2	1194.8216	1267.4334999999999
N4BP2L1	628.8000000000001	2155.2373000000002
N4BP2L2	865.3606	1738.1236000000001
N4BP3	0.0	1057.1502
N6AMT1	833.3013	420.75
N6AMT2	513.4075	392.8323
NAA10	120.9606	3626.1141000000002
NAA15	641.8549	8571.230599999999
NAA16	220.87240000000003	2.048
NAA20	618.6795	822.235
NAA25	672.4	1283.9911
NAA30	381.6	5.8233
NAA35	1243.2	17.7183
NAA38	1806.0	506.5007
NAA40	645.5999999999999	2178.3387000000007
NAA50	1691.1487	3407.3460999999998
NAAA	389.765	3254.5268
NAALAD2	0.0	61.294999999999995
NAALADL1	0.0	4653.1539999999995
NAB1	433.37960000000004	43.7203
NAB2	707.137	2152.1481000000003
NACA	1131.314	11319.222299999998
NACAD	0.0	4154.7698
NACAP1	725.0459999999999	473.3025
NACC1	367.66999999999996	2613.3131
NACC2	0.0	667.5731999999999
NADK	2770.9701999999997	7101.8705
NADSYN1	345.5064	7.5816
NAE1	661.7112	3620.3182
NAF1	1093.3038	126.258
NAGA	745.3964	703.0613
NAGK	1227.424	2520.8168
NAGLU	644.0128000000001	8862.6919
NAGPA	0.0	1084.6454
NAGS	0.0	983.7365000000001
NAIF1	864.683	10879.307299999999
NAIP	0.0	720.5552
NALCN	336.6	279.55199999999996
NAMPT	1648.2	6784.0318
NANOS1	124.49289999999999	4405.2986
NANOS2	0.0	999.9231
NANOS3	0.0	8508.9665
NANP	1171.6	382.5866
NANS	804.3999	2679.1815
NAP1L1	870.2985	882.2161000000001
NAP1L2	333.09749999999997	1.1978
NAP1L3	162.55010000000001	0.0
NAP1L4	628.0260000000001	4033.9046
NAP1L6	0.0	1.1978
NAPA	818.4	1184.9654
NAPB	288.5274	4078.0982
NAPEPLD	773.3082	34.79
NAPG	402.9414	2084.4715
NAPRT1	562.5083999999999	1612.5892
NAPSA	0.0	469.4966
NAPSB	0.0	469.4966
NARF	1445.9360000000001	10145.4647
NARFL	509.5656	1721.7523
NARG2	1110.4	1520.5863
NARS	922.2	2967.0281000000004
NARS2	371.7336	0.0
NASP	954.8	3802.148
NAT1	409.98510000000005	960.3162
NAT10	1370.0	2213.6998
NAT14	0.0	131.1769
NAT15	974.0313	5495.2509
NAT2	0.0	1702.148
NAT6	798.8234	2721.9599000000003
NAT8	0.0	0.0
NAT8B	0.0	0.0
NAT8L	0.0	2.5461
NAT9	477.20400000000006	7722.793200000001
NAV1	739.4796	2185.0467000000003
NAV2	323.75939999999997	8702.0638
NAV3	0.0	1536.3925
NBAS	431.7066	7.154999999999999
NBEA	276.93	153.26
NBEAL1	610.9467	17.8104
NBEAL2	649.2	2408.7225
NBL1	0.0	144.04
NBN	575.7627	191.06440000000003
NBPF1	0.0	6407.6504
NBPF10	0.0	9254.756599999999
NBPF11	709.5258	494.6827
NBPF14	0.0	4456.948200000001
NBPF15	33.6846	3944.3079000000002
NBPF16	0.0	3944.3079000000002
NBPF24	0.0	2911.1823
NBPF3	396.804	0.0
NBPF4	0.0	1594.8612
NBPF6	0.0	999.5745999999999
NBPF7	0.0	889.7069
NBPF9	0.0	13053.2655
NBR1	1163.2112	1075.3425000000002
NBR2	654.6806	480.68910000000005
NCALD	0.0	4229.967500000001
NCAM2	312.612	0.0
NCAN	0.0	414.39599999999996
NCAPD2	994.762	6032.3993
NCAPD3	914.1744	1254.7016
NCAPG	747.9077000000001	258.6604
NCAPG2	919.0	1774.4434999999999
NCAPH	781.2	4631.202700000001
NCAPH2	817.3578	4302.8916
NCBP1	1057.9111999999998	3139.9323999999997
NCBP2	1331.2134	2013.1798
NCCRP1	0.0	0.0
NCDN	2122.9805	2459.8934999999997
NCEH1	829.374	2072.7243
NCF1	644.7496	507.37909999999994
NCF1B	566.0928	150.0704
NCF1C	538.63	529.1417
NCF2	1705.156	1908.1179
NCF4	1049.0	4613.16
NCK1	880.6	567.051
NCK2	349.9149	13175.903999999999
NCKAP1	0.0	625.6132
NCKAP1L	483.552	0.0
NCKAP5	0.0	2202.2492
NCKAP5L	0.0	738.3853000000001
NCKIPSD	418.91	744.3892000000001
NCL	623.4	673.0961
NCLN	1093.905	51.7376
NCOA1	0.0	315.77139999999997
NCOA2	414.2	759.9076
NCOA3	597.2782	9865.594400000002
NCOA4	1288.4136	2215.2234
NCOA5	636.4728	846.7964
NCOA6	331.37760000000003	927.9499000000001
NCOA7	848.8	5318.8697999999995
NCOR1	1480.0358	19.9628
NCOR2	299.59999999999997	2330.7523
NCR1	0.0	6678.552599999999
NCR2	0.0	1950.1541000000002
NCR3	0.0	1761.6501000000003
NCRNA00028	0.0	7988.6651999999995
NCRNA00029	0.0	597.4398
NCRNA00032	0.0	245.4844
NCRNA00081	1158.4905999999999	9763.2553
NCRNA00085	0.0	1217.8220000000001
NCRNA00086	0.0	533.525
NCRNA00087	0.0	0.0
NCRNA00093	0.0	547.5319999999999
NCRNA00094	457.70520000000005	854.139
NCRNA00095	525.4929999999999	1676.4360000000001
NCRNA00107	0.0	56.2499
NCRNA00114	0.0	1420.0955999999999
NCRNA00115	651.8546	648.9649999999999
NCRNA00116	0.0	662.285
NCRNA00119	361.5372	476.9885999999999
NCRNA00120	1254.4764	4248.0697
NCRNA00152	1205.589	9816.5714
NCRNA00157	0.0	8446.425299999999
NCRNA00158	0.0	2381.3905999999997
NCRNA00160	0.0	956.6893
NCRNA00161	0.0	2431.5706999999998
NCRNA00162	0.0	0.0
NCRNA00163	0.0	0.0
NCRNA00167	1282.1100000000001	286.11589999999995
NCRNA00168	0.0	722.8398
NCRNA00169	0.0	1836.4467
NCRNA00173	275.9778	1416.0614
NCRNA00174	0.0	1025.3334
NCRNA00176	0.0	1181.3583
NCRNA00182	215.71259999999998	692.9203
NCRNA00183	452.7283	0.0
NCRNA00184	0.0	10478.7518
NCRNA00188	1327.1476	563.2061
NCRNA00189	0.0	5262.4469
NCRNA00200	0.0	1389.29
NCRNA00201	0.0	3900.8894
NCRNA00202	0.0	2387.6376
NCRNA00204	0.0	154.27200000000002
NCRNA00204B	0.0	222.51700000000002
NCRNA00219	1223.5945	0.0
NCRNA00221	0.0	725.6454000000001
NCRNA00222	0.0	19360.633699999995
NCRNA00226	0.0	860.7218
NCRNA00235	648.232	253.413
NCRNA00238	0.0	227.22439999999997
NCRNA00239	28.108800000000002	1947.0243
NCRNA00240	1083.0086000000001	70.1145
NCRNA00241	0.0	62.7929
NCRNA00242	0.0	288.1148
NCRNA00244	0.0	262.125
NCRNA00245	1650.4288000000001	701.6813
NCRNA00246B	298.83290000000005	0.4608
NCRNA00247	136.3896	602.4128000000001
NCRNA00253	0.0	405.216
NCRNA00254	0.0	984.4229
NCRNA00255	449.0414	504.995
NCRNA00256A	0.0	0.0
NCRNA00256B	0.0	0.0
NCRNA00257	462.97989999999993	779.343
NCRNA00262	0.0	547.519
NCRNA00263	1423.6	3488.5107
NCRNA00265	785.2338	1399.545
NCRNA00271	1133.019	5722.6468
NCRNA00272	0.0	34.3026
NCRNA00275	897.6324000000001	864.3236999999999
NCRNA00277	0.0	17.0384
NCRNA00282	0.0	593.7254
NCRNA00284	0.0	812.4732
NCRNA00287	0.0	1988.2626
NCRNA00292	898.6844	3684.6894999999995
NCRNA00294	0.0	107.1225
NCRUPAR	0.0	7760.467500000001
NCS1	0.0	208.335
NCSTN	1222.2888	2403.3833
NDC80	714.78	4098.608
NDE1	1744.8952000000002	1669.7142999999999
NDEL1	619.8201	1267.8717000000001
NDFIP1	737.138	3449.9697
NDFIP2	391.51349999999996	890.0133
NDNL2	1853.6	102.808
NDOR1	335.63439999999997	805.29
NDRG1	1107.3999999999999	12231.381200000002
NDRG2	0.0	1389.2115
NDRG3	356.2787	2423.5002
NDRG4	0.0	2572.5623
NDST1	0.0	5661.705899999999
NDST2	751.2444	2569.3221000000003
NDUFA1	657.2733999999999	1217.8264
NDUFA10	345.4818	0.0
NDUFA11	1657.0866	4273.6191
NDUFA12	1114.6122	24.162300000000002
NDUFA13	680.1275	0.0
NDUFA2	493.65639999999996	1058.1583
NDUFA3	446.4184	292.28419999999994
NDUFA4	1270.8	1084.5258000000001
NDUFA4L2	442.0713	866.4155
NDUFA5	1214.9779	224.89720000000003
NDUFA6	1037.7054	703.0613
NDUFA7	1001.8218999999999	5639.277800000001
NDUFA8	300.5249	59.071999999999996
NDUFA9	957.4	636.2318999999999
NDUFAB1	845.7372	571.9305999999999
NDUFAF1	814.4622	1554.5186999999999
NDUFAF2	653.0248	66.4388
NDUFAF3	1511.0553000000002	1922.3518000000001
NDUFAF4	1435.0	6385.276199999999
NDUFB1	277.5675	341.0701
NDUFB10	424.2255	1200.7476000000001
NDUFB11	653.4025999999999	942.8206
NDUFB2	1234.2332	2641.8141
NDUFB3	982.1066000000001	10406.054600000001
NDUFB4	510.64020000000005	1282.6547999999998
NDUFB5	2736.0919999999996	2020.6993
NDUFB6	513.156	924.689
NDUFB7	588.6573	153.9515
NDUFB8	851.4000000000001	603.3426
NDUFB9	1250.419	4176.7563
NDUFC1	678.39	8571.230599999999
NDUFC2	617.895	118.53540000000001
NDUFS1	1148.9350000000002	2298.0735000000004
NDUFS2	1444.6326999999999	8159.697699999999
NDUFS3	536.7638	1911.5049000000001
NDUFS4	538.062	0.0
NDUFS5	897.352	839.2302999999999
NDUFS6	807.3847000000001	2300.8257
NDUFS7	1453.0	2645.3021
NDUFS8	852.6	6370.4251
NDUFV1	529.7152	4084.5635
NDUFV2	1035.2119	42476.170000000006
NDUFV3	1343.2	1108.5577
NEAT1	2276.6000000000004	31466.7319
NEB	0.0	2831.0107
NEBL	0.0	2171.7585000000004
NECAB3	231.6362	3436.955
NECAP1	1038.4	2297.6878
NECAP2	960.596	1786.3730999999998
NEDD1	762.4123	0.0
NEDD4	279.0302	408.3198
NEDD4L	458.81550000000004	1629.0241
NEDD8	532.0439	1122.5256000000002
NEDD9	1979.955	3257.4979999999996
NEFH	0.0	2036.7688999999998
NEGR1	158.296	249.1436
NEIL1	489.402	523.8335999999999
NEIL2	282.5298	66.67609999999999
NEIL3	659.0	10.769499999999999
NEK1	968.4000000000001	214.1794
NEK10	0.0	157.10750000000002
NEK11	986.4779	2248.1376
NEK2	761.4936	4831.1909
NEK3	206.3575	550.6217
NEK4	617.7308	6113.710199999999
NEK5	0.0	282.42
NEK6	0.0	6468.5028999999995
NEK7	1138.8	1102.728
NEK8	1314.2076	2752.4296
NEK9	437.2515	1108.6390999999999
NELF	273.4836	2635.9584000000004
NELL2	0.0	420.312
NENF	0.0	3931.0838
NEO1	554.3842	121.22500000000001
NES	0.0	14174.521399999998
NET1	770.2900000000001	522.8638000000001
NETO1	0.0	1781.7074000000002
NETO2	432.822	35.6044
NEU1	990.0	5079.9995
NEU2	0.0	2465.2751
NEU3	610.1172	3587.9035999999996
NEU4	0.0	624.3237
NEURL	881.0	13825.3256
NEURL1B	0.0	426.04920000000004
NEURL2	569.9961000000001	1002.1506999999999
NEURL3	0.0	10507.5167
NEURL4	608.5377000000001	1458.5095000000001
NEUROD1	0.0	781.7952
NEUROD2	0.0	886.7744
NEUROD4	0.0	1616.7997
NEUROG1	0.0	436.8241
NEUROG2	321.25	1149.0419
NEXN	0.0	1323.2577999999999
NF2	679.662	10.5138
NFAM1	0.0	45.42
NFASC	0.0	1876.3926000000001
NFAT5	1224.7975	1730.0149000000001
NFATC1	0.0	133.72480000000002
NFATC2	374.6743	1264.5300000000002
NFATC2IP	469.43160000000006	695.3899
NFATC3	865.755	658.9471000000001
NFATC4	691.0958	755.3009000000002
NFE2	0.0	1007.3179
NFE2L1	1344.8	4602.534299999999
NFE2L2	2670.3264	3098.0340000000006
NFE2L3	427.0	3353.4656
NFIA	2560.0542	865.1966
NFIB	0.0	226.04399999999998
NFIC	0.0	1342.1985
NFIL3	1634.0	11103.934
NFIX	0.0	5104.0596
NFKB1	1427.2	2488.3381999999997
NFKB2	2782.5805	2609.575
NFKBIA	897.5999999999999	697.6404
NFKBIB	783.9543	2219.5791
NFKBID	730.2764	173.1342
NFKBIE	766.3656000000001	3156.2875000000004
NFKBIL1	586.822	1869.122
NFKBIZ	1760.464	7748.4004
NFRKB	438.4011	0.0
NFS1	589.008	4069.1329
NFU1	971.776	1289.4924999999998
NFX1	1754.6	6363.160400000001
NFXL1	857.7429000000001	77.337
NFYA	789.2252	618.6768
NFYB	325.485	236.02960000000002
NFYC	938.4182000000001	1679.6191
NGB	0.0	24.535100000000003
NGDN	208.201	139.95799999999997
NGEF	0.0	2764.5125
NGFR	0.0	429.7923
NGFRAP1	0.0	201.324
NGLY1	1701.5316	3661.3235999999997
NGRN	1104.0	2982.7045
NHEDC1	763.495	1490.7851999999998
NHEDC2	938.9254000000001	1729.3813999999998
NHEJ1	585.1067	1434.4296
NHLH1	0.0	1899.9819
NHLH2	0.0	336.7744
NHLRC1	0.0	74.005
NHLRC2	981.137	1.0062
NHLRC3	593.9438	131.338
NHLRC4	518.4613999999999	842.4473
NHP2	501.72979999999995	1113.2588
NHP2L1	1932.0319000000002	6639.0118
NHS	0.0	1588.0562000000002
NHSL1	0.0	962.11
NHSL2	0.0	1095.718
NICN1	1116.9509999999998	4523.821899999999
NID1	0.0	774.7410000000001
NID2	0.0	0.0
NIF3L1	1629.0752	1167.1332
NIN	0.0	1045.5744
NINJ1	982.1603	3091.4177999999993
NINJ2	0.0	2720.0366000000004
NINL	0.0	382.5866
NIP7	1238.8479	649.3181000000001
NIPA1	690.6645	2269.842
NIPA2	822.4	2269.842
NIPAL2	302.6408	27.2413
NIPAL3	678.7331	5234.5623000000005
NIPAL4	0.0	759.5724
NIPBL	870.0	590.3848
NIPSNAP1	367.33599999999996	10.5138
NIPSNAP3A	657.7725	1557.6019999999999
NIPSNAP3B	777.5550000000001	2641.4193999999998
NISCH	262.41020000000003	482.98620000000005
NIT1	714.5778	11514.4191
NIT2	474.0645	128.52280000000002
NKAIN1	0.0	13.7898
NKAIN2	0.0	1127.4678
NKAIN4	0.0	16.7184
NKAP	472.534	1574.1986000000002
NKAPL	0.0	768.5167
NKAPP1	364.9224	3136.5591999999997
NKD1	0.0	36.3909
NKD2	88.89779999999999	3523.285
NKIRAS1	862.3319	2673.4926
NKIRAS2	1038.7495	4645.2549
NKPD1	0.0	6542.2780999999995
NKRF	485.44800000000004	4338.2062000000005
NKTR	894.0	545.3335000000001
NKX1-2	0.0	2032.0610000000001
NKX2-1	0.0	366.8934
NKX2-2	0.0	1669.631
NKX2-3	0.0	1178.3314
NKX2-4	0.0	11.6224
NKX2-5	0.0	28.9788
NKX3-2	0.0	2990.559
NKX6-1	0.0	187.13770000000002
NKX6-3	0.0	1900.7710000000002
NLE1	453.42150000000004	1741.4914
NLGN1	451.9824	2459.1489
NLGN2	0.0	1911.3096
NLGN3	0.0	1129.8879000000002
NLGN4X	51.7088	1102.7618
NLK	152.83589999999998	333.58119999999997
NLN	731.5695	1017.1133
NLRC3	0.0	4293.185100000001
NLRC4	211.88400000000001	66.0224
NLRC5	403.8762	17847.747199999998
NLRP1	903.8000000000001	457.7976
NLRP10	0.0	0.0
NLRP11	17.834	7804.5994
NLRP13	0.0	2023.1444
NLRP14	0.0	5914.7443
NLRP2	122.0488	6726.455199999999
NLRP3	0.0	2958.9852
NLRP4	17.834	7804.5994
NLRP6	0.0	6583.0067
NLRP7	0.0	6678.552599999999
NLRP9	0.0	10490.767499999998
NLRX1	379.2904	2863.683
NMB	608.9272000000001	5822.8993
NMBR	0.0	0.0
NMD3	1010.844	0.0
NME1	1111.2717	711.746
NME1-NME2	1111.2717	711.746
NME2	734.6214	711.746
NME3	884.9893999999999	602.5938
NME4	361.21590000000003	1177.0921
NME5	0.0	782.0369000000001
NME6	1012.3173999999999	36.6033
NME7	1853.2073999999998	58.6625
NMI	947.1228	364.88300000000004
NMNAT1	932.1943	1618.7415
NMNAT2	0.0	3604.8893999999996
NMNAT3	430.0895	172.3585
NMRAL1	1081.1503	5214.0277
NMS	0.0	87.92
NMT1	949.1564	1685.4638
NMT2	343.95739999999995	2898.436
NMU	0.0	163.91240000000002
NMUR1	0.0	2387.76
NNAT	0.0	0.0
NNMT	0.0	906.8675000000001
NNT	1343.662	409.21720000000005
NOB1	489.07039999999995	1531.9358
NOC2L	315.228	329.5038
NOC3L	802.6362	1260.919
NOC4L	175.91339999999997	12.7652
NOD1	659.3893	742.1845
NOD2	563.0	4500.7498000000005
NODAL	0.0	5677.6111
NOG	273.7281	2333.1168
NOL10	717.0498	3326.7063000000003
NOL11	871.6	3658.469
NOL12	706.0	1693.6841000000002
NOL3	1350.9874	1995.6072
NOL6	456.294	4475.6485
NOL7	985.8	4009.5459
NOL8	977.4816	920.1631
NOL9	431.5028	1215.1495
NOLC1	1156.8	2188.9193
NOM1	595.6	8000.6729
NOMO1	285.42600000000004	579.1206000000001
NOMO2	550.708	1629.6013
NOMO3	322.025	1193.9415
NONO	621.6245	173.3421
NOP10	838.3507	2916.1448
NOP14	655.9872	4658.6381
NOP16	951.071	2344.7453
NOP2	709.1876	3309.1217
NOP56	939.5653	303.2243
NOP58	1200.2	772.1159
NOS1AP	755.8731	5337.9866
NOS2	0.0	760.8344
NOS3	0.0	3407.6865000000007
NOSIP	0.0	2819.7421999999997
NOSTRIN	0.0	0.0
NOTCH1	532.0	1656.8799
NOTCH2	1498.671	10188.2732
NOTCH2NL	2753.3827	22197.721500000003
NOTCH3	0.0	2215.937
NOTCH4	0.0	906.8275999999998
NOTO	0.0	649.6321
NOTUM	0.0	1229.1183999999998
NOVA2	0.0	746.2787999999999
NOX1	0.0	235.7018
NOX3	0.0	498.7368
NOX5	553.5144	476.658
NOXA1	312.60450000000003	2635.9584000000004
NOXO1	0.0	892.3395
NPAS1	0.0	2315.2737
NPAS3	0.0	635.6045
NPAS4	0.0	151.63660000000002
NPAT	1190.4872	2152.266
NPB	0.0	1104.5456
NPBWR1	0.0	1871.5782
NPBWR2	0.0	871.8948
NPC1	960.4	2659.1238
NPC1L1	0.0	10055.1835
NPC2	228.2032	124.82160000000002
NPDC1	0.0	818.2584999999999
NPEPL1	0.0	505.73220000000003
NPEPPS	325.3116	2942.5606000000002
NPFF	0.0	27889.9405
NPFFR1	0.0	2232.165
NPHP1	553.9259999999999	662.285
NPHP3	361.5372	476.9885999999999
NPHP4	696.3263999999999	1123.0492
NPHS1	0.0	167.9186
NPIP	0.0	3116.3033000000005
NPIPL3	0.0	6049.2456
NPL	0.0	167.3313
NPLOC4	444.7807	1573.3838999999998
NPM1	797.7357000000001	2199.5848
NPM2	0.0	620.7696000000001
NPM3	449.3664	1455.5953
NPNT	780.219	408.4998
NPPA	0.0	4168.4076
NPPB	0.0	4168.4076
NPPC	0.0	8862.2736
NPR1	0.0	865.5488
NPR2	0.0	3662.0512
NPRL2	870.2823	1598.1154
NPRL3	442.5596	1476.1463999999999
NPSR1	0.0	2544.6497
NPTN	383.661	3.5376000000000003
NPTX1	0.0	806.53
NPTX2	0.0	1117.2672
NPTXR	0.0	5013.8441
NPVF	0.0	0.0
NPW	0.0	372.4285
NPY6R	0.0	1188.2062
NQO1	724.5882	1531.9358
NQO2	211.92030000000003	8333.689400000001
NR0B1	0.0	289.231
NR0B2	0.0	4821.7307
NR1D1	700.4544000000001	4727.8164000000015
NR1D2	913.2246	1375.7126
NR1H2	794.5256	469.4966
NR1H3	629.9262	789.5206000000001
NR1H4	0.0	0.0
NR1I2	303.149	1123.8099000000002
NR1I3	0.0	8119.994
NR2C1	547.1700000000001	962.0223
NR2C2	635.1999999999999	2208.3029
NR2C2AP	487.06280000000004	414.39599999999996
NR2E1	0.0	144.2605
NR2F2	247.8069	378.1327
NR2F6	36.5484	1018.3402000000001
NR3C1	1142.6839	4212.2978
NR3C2	734.745	535.0554
NR4A1	2485.2	2989.9668
NR4A2	1540.8	4415.1394
NR4A3	1126.4	4894.561900000001
NR5A1	0.0	433.79010000000005
NR5A2	0.0	623.0185
NR6A1	792.658	2607.822
NRADDP	0.0	2408.7225
NRAP	0.0	713.2545
NRARP	0.0	509.1534
NRAS	731.9543	2100.0011000000004
NRBF2	724.2246	1120.4048
NRBP1	616.6336	883.347
NRBP2	0.0	1987.5381
NRCAM	0.0	8850.3871
NRD1	1482.0	6139.0039
NRF1	913.0	1247.1312
NRG1	309.7289	735.8806000000001
NRG2	0.0	2899.52
NRG3	459.11699999999996	1089.2172
NRG4	0.0	877.3611
NRGN	0.0	2450.1174
NRIP1	345.6	0.0
NRIP2	0.0	426.16470000000004
NRIP3	0.0	742.2302999999999
NRL	0.0	873.8176000000001
NRM	413.53999999999996	3487.5621
NRN1	646.4656	1359.8985
NRN1L	0.0	1867.8338
NRP2	0.0	223.8658
NRSN2	88.3184	2622.2821000000004
NRTN	0.0	1309.6136
NRXN1	0.0	405.5124
NRXN2	0.0	131.60389999999998
NSA2	659.2067999999999	593.1587999999999
NSD1	456.2072	114.6602
NSDHL	234.1541	0.0
NSF	430.35220000000004	984.1697
NSFL1C	198.5952	2172.7742000000003
NSFP1	430.35220000000004	984.1697
NSL1	1354.42	3235.418
NSMAF	757.5002	1250.8494
NSMCE1	406.5404	4813.1328
NSMCE2	631.3045999999999	8451.4256
NSMCE4A	461.10900000000004	513.0984
NSUN2	545.9744000000001	3197.4553
NSUN3	863.8992	384.01349999999996
NSUN4	1034.6	3826.053
NSUN5	436.3305	949.721
NSUN5P1	0.0	2672.9949
NSUN5P2	578.1609	2166.3633
NSUN6	1021.7837999999999	1212.8075000000001
NSUN7	0.0	5049.2833
NT5C	588.2415	2833.3467
NT5C1A	0.0	5931.748599999999
NT5C1B-RDH14	0.0	205.4444
NT5C2	511.7253	3053.6947
NT5C3	1536.8461	372.8934
NT5C3L	0.0	516.7522
NT5DC1	918.4559999999999	843.5417
NT5DC2	0.0	262.3263
NT5DC3	506.4732	4269.8294
NT5E	515.9889000000001	2055.2541
NT5M	573.0615	1573.5052
NTAN1	448.33500000000004	2801.6541000000007
NTF4	0.0	3301.0531
NTHL1	390.3028	677.5996
NTM	0.0	853.7522
NTN3	0.0	855.1229000000001
NTN4	0.0	0.0
NTN5	0.0	1811.1798999999996
NTNG1	0.0	375.03000000000003
NTRK1	0.0	3950.6818000000003
NTRK2	0.0	1611.2518
NTRK3	256.1083	2694.0901
NTSR1	0.0	8051.1649
NTSR2	0.0	9719.5936
NUAK1	882.0	3877.1424000000006
NUAK2	794.052	17050.8555
NUB1	954.5178	2863.2249
NUBP1	563.6275	3716.7756999999997
NUBP2	703.9901	597.3054
NUBPL	357.087	0.0
NUCB1	565.3918	8014.2467
NUCB2	1057.1776	792.4168
NUCKS1	1660.0	378.1272
NUDC	739.5408	4821.7307
NUDCD1	478.54370000000006	0.0
NUDCD2	1193.1471	1344.5354
NUDCD3	1077.9611	1354.647
NUDT1	583.6152	300.1785
NUDT10	0.0	600.2303999999999
NUDT11	364.048	956.3179
NUDT12	84.2904	870.4738
NUDT13	474.33610000000004	1811.8959
NUDT14	47.3807	0.0
NUDT15	561.7344	170.0094
NUDT16	690.6610000000001	0.0
NUDT16L1	547.5519	2012.0212999999999
NUDT16P1	680.8199999999999	0.0
NUDT17	1532.8	3231.2581999999998
NUDT18	608.3868	2330.3338
NUDT19	474.87870000000004	18.590899999999998
NUDT2	913.473	89.1088
NUDT21	666.2520000000001	84.0843
NUDT22	574.4218	3712.4857
NUDT3	524.5839	3235.0371
NUDT4	911.4504	3318.5883
NUDT4P1	911.4504	3318.5883
NUDT5	819.0332999999999	749.8476
NUDT6	846.1858999999998	773.2296
NUDT7	455.95200000000006	41.9385
NUDT8	895.5999999999999	4828.8772
NUDT9	716.7081000000001	0.0
NUDT9P1	0.0	3193.312
NUF2	1609.0	117.9779
NUFIP1	315.0424	648.9545999999999
NUFIP2	999.0	570.6157
NUMA1	772.9226	1710.8224999999998
NUMB	0.0	456.7386
NUMBL	300.7032	2838.4556000000002
NUP107	622.0445	1236.9480999999998
NUP133	1043.4336	2246.7654
NUP153	1417.0	1534.3018
NUP155	1096.4648000000002	1253.2841999999998
NUP160	970.984	880.6113
NUP188	523.7988	2220.1433
NUP205	1353.1766	422.2779
NUP210	1800.0	7508.7353
NUP210L	0.0	4137.8475
NUP214	737.6187	406.4942
NUP35	780.5595	42.236200000000004
NUP37	653.0232	1414.266
NUP43	317.788	444.39000000000004
NUP50	779.4653999999999	5177.698399999999
NUP54	867.0214	9609.1448
NUP62	935.0348999999999	1695.4834
NUP62CL	452.22610000000003	7.7957
NUP85	633.2529	3573.2548
NUP88	1130.282	1386.6224
NUP93	747.0690000000001	0.0
NUP98	1038.342	4728.1404
NUPL1	392.4544	81.9736
NUPL2	987.3288	2714.7114
NUPR1	0.0	35.9406
NUS1	623.9902	1410.7927
NUSAP1	981.5248000000001	1785.6393
NUTF2	700.5294	1427.3412
NVL	1039.4	667.7735
NWD1	0.0	1790.4752
NXF1	896.8000000000001	4878.4609
NXF2	0.0	525.3815
NXF4	0.0	474.2948
NXF5	0.0	775.7496
NXN	0.0	2832.1380000000004
NXNL1	0.0	2579.9186000000004
NXPH3	0.0	6082.0553
NXPH4	0.0	866.4155
NXT1	1009.2	4078.0982
NXT2	48.7408	815.3953999999999
NYNRIN	0.0	411.7703
NYX	0.0	677.5895
OAF	248.6488	0.0
OAS1	532.4655	885.6685
OAS2	494.40000000000003	885.6685
OAS3	0.0	885.6685
OASL	149.4318	1507.9264
OAT	710.178	2032.0610000000001
OAZ1	1012.8432	9344.8574
OAZ2	547.9325	818.2090000000001
OAZ3	810.8035	3700.6013000000003
OBFC1	850.1999999999999	2104.622
OBFC2A	1563.3218000000002	9523.2474
OBFC2B	559.0895999999999	2408.3519000000006
OBP2A	0.0	261.4101
OBP2B	0.0	1002.7106000000001
OBSCN	0.0	1841.6393000000003
OBSL1	0.0	444.92550000000006
OCEL1	553.6296	1739.0582
OCIAD1	823.4796	132.0869
OCIAD2	494.46959999999996	0.0
OCLM	0.0	1001.5591000000001
OCLN	409.3346	646.1903
OCM	0.0	765.0608
OCM2	0.0	1582.6014
OCRL	23.865	350.7816
ODAM	0.0	884.9197999999999
ODC1	1462.547	9536.543
ODF1	0.0	5709.7186
ODF2	428.9629	228.6108
ODF2L	802.3326	1254.1205
ODF3	0.0	6583.0067
ODF3B	30.0037	6409.650799999999
ODF3L1	0.0	1206.2650999999998
ODF3L2	0.0	2500.8392
ODF4	0.0	1640.8128
ODZ3	0.0	431.93850000000003
OFD1	777.0079	4565.102400000001
OGDH	1558.6	9026.148099999999
OGFOD1	636.2496000000001	84.0843
OGFOD2	517.2537	12248.925299999999
OGFR	174.9429	1630.3404
OGFRL1	888.8000000000001	3198.6422000000002
OGG1	827.2	1335.5826000000002
OGN	0.0	429.8524
OGT	896.2	1828.0047
OIP5	981.5248000000001	1785.6393
OLA1	401.826	0.0
OLAH	0.0	2635.6857
OLFML1	0.0	2178.8977999999997
OLFML2A	0.0	2607.822
OLFML2B	0.0	0.0
OLFML3	0.0	2539.4991
OLIG1	50.99250000000001	5368.6762
OLIG2	0.0	5368.6762
OLIG3	0.0	1874.0171999999998
OLR1	0.0	4043.1899
OMA1	709.198	66.1149
OMD	0.0	429.8524
OMG	0.0	4442.1954000000005
OMP	0.0	54.5226
ONECUT1	0.0	3817.8017
ONECUT2	0.0	1374.4071
ONECUT3	0.0	3485.3130999999994
OOEP	0.0	1856.7212
OPA1	1434.3999999999999	42.980000000000004
OPA3	989.9291999999999	3839.8077000000003
OPALIN	0.0	3110.7743
OPHN1	0.0	1.575
